"Sample","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6"
"TG 46:0; [M+NH4]+@10.34",147384.414454545,468611.239090909,128508.222381818,336443.352327273,84750.3011636364,65617.5806545455,174617.159327273,89522.0010363636,205506.971072727,224636.7558,172120.025072727,149480.446654545,69354.2205818182,69354.2205818182,83905.0134909091,56509.5886181818,128508.222381818,149480.446654545,202332.898,249845.734854545,211913.229818182,120617.657745455,106509.658654545,208616.254927273,308174.556236364,493945.833636364,912168.669090909,195514.4102,69354.2205818182,48161.4923818182,88543.1133454545,70872.1591636364,319482.547563636,188980.043072727,182931.081509091,149480.446654545,270178.934181818,202332.898,72462.4126181818,177743.180781818,101727.941818182,468611.239090909,283124.736218182,413633.724363636,136126.877309091,145129.163909091,180453.270490909,108642.957181818,202332.898,119024.907763636,142797.592636364,208616.254927273,199062.126454545,105234.515672727,199062.126454545
"TG 46:1; [M+Na]+@10.15",8143.88668890909,38576.2983272727,16764.0805509091,31159.6627818182,5560.27774181818,7869.07008254545,25635.3951909091,5750.06363818182,8910.78444667273,17628.4040290909,18064.4312825455,15550.3520010909,7716.29116909091,5750.06363818182,2949.29036592727,10197.8882358182,8616.38082,12982.7572054545,73674.2682,19010.1250345455,15550.3520010909,9561.66465454546,12781.1845618182,22455.1957709091,44874.2713272727,53176.8431454545,70872.1591636364,20273.4056945455,7362.95283854545,8478.83729090909,8910.78444667273,5405.89216181818,34749.8895763636,18566.9278965455,10197.8882358182,23321.6596761818,12066.2771589091,34749.8895763636,6774.80716545454,12247.7855169091,26057.0556,44327.6724181818,36362.6618727273,26981.5140009091,7362.95283854545,14071.4770527273,17429.1716,11502.3396818182,9561.66465454546,19478.7636,21291.1931309091,28338.46846,17011.6993563636,22727.8978363636,19010.1250345455
"TG 46:1; [M+NH4]+@10.09",861005.148181818,2445926.33309091,885457.405636364,1748195.25145455,485883.588854545,116627.565981818,725389.384545455,477492.638545455,912168.669090909,1252841.52690909,1186900.59272727,935101.124,352403.601109091,485883.588854545,394601.712327273,612827.136872727,1186900.59272727,1146694.22981818,1382832.90854545,1086745.85254545,834955.634363636,743134.024,612827.136872727,812795.232,1904637.91254545,2735573.60509091,4057441.40327273,1548754.91745455,566335.208181818,477492.638545455,454161.326545455,378295.698545455,1608154.68690909,956432.847272727,1225464.05545455,1608154.68690909,600773.490727273,861005.148181818,600773.490727273,725389.384545455,1671006.19952727,2054232.07745455,1429341.83290909,1748195.25145455,545183.790545455,653426.328,812795.232,545183.790545455,1059684.85472727,1059684.85472727,935101.124,935101.124,912168.669090909,956432.847272727,1252841.52690909
"TG 46:2; [M+NH4]+@9.87",1979433.65890909,3126137.992,1086745.85254545,3827282.29945455,980171.731818182,93458.7746181818,1112980.90527273,743134.024,1608154.68690909,3636032.51763636,2351246.74832727,1472054.51363636,589161.665636364,1146694.22981818,980171.731818182,1671006.19952727,3443978.09490909,2235425.09818182,1548754.91745455,2351246.74832727,1843243.32909091,1979433.65890909,1748195.25145455,1334212.05254545,1548754.91745455,3443978.09490909,3280131.85381818,4944800.21436364,1033245.71090909,1608154.68690909,1086745.85254545,1608154.68690909,3443978.09490909,2958039.20727273,7569965.83054545,3636032.51763636,935101.124,912168.669090909,1608154.68690909,1146694.22981818,4944800.21436364,2958039.20727273,2351246.74832727,4944800.21436364,1186900.59272727,1904637.91254545,1548754.91745455,1548754.91745455,2054232.07745455,1843243.32909091,1843243.32909091,1904637.91254545,2054232.07745455,1904637.91254545,1904637.91254545
"TG 46:3; [M+NH4]+@9.67",885457.405636364,1286915.13227273,402103.885290909,1671006.19952727,501970.100963636,35888.5268909091,526060.892709091,352403.601109091,673446.489636364,1548754.91745455,1005739.01967273,554925.877672727,329057.429454545,812795.232,612827.136872727,1146694.22981818,1472054.51363636,956432.847272727,352403.601109091,1005739.01967273,885457.405636364,1086745.85254545,1382832.90854545,461768.031818182,342497.831745455,1112980.90527273,1005739.01967273,2657732.42963636,578538.120545455,935101.124,501970.100963636,980171.731818182,1748195.25145455,1146694.22981818,4944800.21436364,1286915.13227273,394601.712327273,329057.429454545,1005739.01967273,673446.489636364,2445926.33309091,885457.405636364,687745.783090909,2735573.60509091,509721.681454545,834955.634363636,627076.909636364,885457.405636364,790298.787272727,790298.787272727,790298.787272727,790298.787272727,761795.710363636,687745.783090909,673446.489636364
"TG 48:0; [M+NH4]+@10.57",288986.679709091,1382832.90854545,329057.429454545,477492.638545455,275963.763890909,275963.763890909,342497.831745455,199062.126454545,357355.65,361393.256054545,378295.698545455,402103.885290909,164082.804145455,97749.9371272727,191893.181581818,128508.222381818,509721.681454545,413633.724363636,912168.669090909,627076.909636364,421090.204981818,275963.763890909,58891.8455090909,725389.384545455,1059684.85472727,1472054.51363636,1979433.65890909,477492.638545455,288986.679709091,153919.465727273,220988.005963636,224636.7558,394601.712327273,342497.831745455,288986.679709091,461768.031818182,912168.669090909,673446.489636364,142797.592636364,509721.681454545,361393.256054545,1005739.01967273,743134.024,407755.444363636,342497.831745455,378295.698545455,461768.031818182,234028.268545455,485883.588854545,429170.376181818,402103.885290909,372476.228109091,342497.831745455,347298.016309091,283124.736218182
"TG 48:1; [M+Na]+@10.09",20754.9612527273,87703.3255636364,28338.46846,32296.6482127273,14405.5111109091,31937.1581127273,35117.5425818182,15375.5682672727,22727.8978363636,25001.248,24345.2378727273,24006.3551872727,5880.02899454546,14822.0863290909,5405.89216181818,20273.4056945455,19724.8928672727,18776.3222509091,88543.1133454545,37149.6829818182,45380.2613163636,19478.7636,23677.7103381818,53176.8431454545,71641.0117090909,93458.7746181818,119024.907763636,36724.9901636364,17429.1716,17011.6993563636,11050.3028194545,18776.3222509091,47014.1488023636,34749.8895763636,26057.0556,47646.5150727273,34749.8895763636,57235.7184,19724.8928672727,34749.8895763636,22727.8978363636,47646.5150727273,53734.9651454545,65617.5806545455,38990.7674363636,24006.3551872727,46501.1238072727,21846.7412194545,20518.8130363636,29008.1747170909,24006.3551872727,31544.1779090909,19248.3127436364,28052.7168418182,30127.8273272727
"TG 48:1; [M+NH4]+@10.34",1146694.22981818,4057441.40327273,1748195.25145455,1979433.65890909,1252841.52690909,566335.208181818,1904637.91254545,912168.669090909,2160207.03890909,2445926.33309091,1671006.19952727,1548754.91745455,761795.710363636,790298.787272727,834955.634363636,1059684.85472727,2160207.03890909,2351246.74832727,4453427.14,2548118.16727273,2548118.16727273,1252841.52690909,861005.148181818,2657732.42963636,4057441.40327273,6643977.90181818,9477671.92,2351246.74832727,1608154.68690909,1005739.01967273,1146694.22981818,935101.124,2836002.89909091,1843243.32909091,2160207.03890909,2836002.89909091,2735573.60509091,2958039.20727273,956432.847272727,2160207.03890909,2548118.16727273,4453427.14,3443978.09490909,3280131.85381818,2235425.09818182,2235425.09818182,1904637.91254545,1979433.65890909,1904637.91254545,1904637.91254545,2054232.07745455,1843243.32909091,1843243.32909091,2054232.07745455,2054232.07745455
"TG 48:1; [M+NH4]+@11.35",46501.1238072727,43029.4435272727,13172.0136563636,101727.941818182,13547.3755890909,1653.72976909091,23677.7103381818,24006.3551872727,17244.5331932727,42102.7588727273,57713.8218545455,24345.2378727273,11502.3396818182,33708.2585636364,28052.7168418182,39862.2790909091,62119.0077818182,23321.6596761818,11176.7533054545,21038.8594309091,18309.8789049091,279177.118436364,260709.985581818,13547.3755890909,15168.5086836364,19724.8928672727,99579.8913454546,92070.9993636364,8746.44234583636,43029.4435272727,10722.1093909091,136126.877309091,40745.3794454545,93458.7746181818,147384.414454545,62119.0077818182,24691.6429563636,24006.3551872727,69354.2205818182,80698.3693636364,67947.4837090909,42102.7588727273,5232.34559570909,131187.154527273,32296.6482127273,50849.4264909091,53734.9651454545,32749.1110727273,26398.3215745455,25635.3951909091,18776.3222509091,16556.9071145455,24006.3551872727,26981.5140009091,35117.5425818182
"TG 48:2; [M+Na]+@10.21",35477.9694709091,145129.163909091,47646.5150727273,52659.7510545455,22455.1957709091,45380.2613163636,61412.3863272727,24345.2378727273,47646.5150727273,40745.3794454545,53176.8431454545,39862.2790909091,14225.0361927273,11686.0769636364,16186.70464,34749.8895763636,38134.6683763636,49286.0710363636,169221.018072727,63392.8694727273,77483.1076749091,51371.9604545455,33708.2585636364,87703.3255636364,116627.565981818,155852.877163636,138497.939527273,73674.2682,38134.6683763636,36724.9901636364,31544.1779090909,30458.3296163636,87703.3255636364,52044.4208545455,52659.7510545455,83905.0134909091,56509.5886181818,125527.029127273,27268.9427454545,42102.7588727273,64839.9528909091,211913.229818182,111179.989963636,106509.658654545,68645.1984727273,57235.7184,93458.7746181818,64839.9528909091,61412.3863272727,67947.4837090909,61412.3863272727,51371.9604545455,46501.1238072727,49286.0710363636,57713.8218545455
"TG 48:2; [M+NH4]+@10.13",4453427.14,8019612.30181818,4944800.21436364,6226035.13636364,2735573.60509091,578538.120545455,3827282.29945455,2235425.09818182,5373448.60909091,6226035.13636364,4944800.21436364,5373448.60909091,1979433.65890909,2657732.42963636,2351246.74832727,3827282.29945455,6226035.13636364,7130976.97454545,8019612.30181818,8411228.52363636,4944800.21436364,3443978.09490909,3443978.09490909,4453427.14,8019612.30181818,9477671.92,11833483.0909091,7569965.83054545,3126137.992,3126137.992,2548118.16727273,2548118.16727273,8411228.52363636,5373448.60909091,6226035.13636364,7569965.83054545,3827282.29945455,3827282.29945455,3280131.85381818,4453427.14,6643977.90181818,9002769.61090909,8019612.30181818,8411228.52363636,4057441.40327273,5836062.16545455,4944800.21436364,3827282.29945455,5373448.60909091,5373448.60909091,5836062.16545455,4944800.21436364,4453427.14,5373448.60909091,4944800.21436364
"TG 48:2; [M+NH4]+@11.12",35888.5268909091,38990.7674363636,18566.9278965455,47646.5150727273,16376.4568581818,1829.85498,9401.40962545455,6919.03179636364,19478.7636,60871.1379090909,29008.1747170909,21846.7412194545,6596.50616363636,12619.5251472727,13547.3755890909,44327.6724181818,80698.3693636364,47646.5150727273,21846.7412194545,26981.5140009091,21291.1931309091,119024.907763636,96691.3520727273,37149.6829818182,9858.72197818182,20754.9612527273,41176.2133090909,101727.941818182,16556.9071145455,23085.9977018182,14822.0863290909,43656.9797216364,54657.5092,53176.8431454545,208616.254927273,60209.6586363636,18064.4312825455,12066.2771589091,43029.4435272727,24006.3551872727,127089.103581818,70133.3538181818,13547.3755890909,102872.202327273,39378.2725654546,45934.1632363636,42102.7588727273,29008.1747170909,12982.7572054545,28659.9203770909,25635.3951909091,21846.7412194545,28338.46846,15168.5086836364,20518.8130363636
"TG 48:3; [M+NH4]+@9.92",9002769.61090909,7130976.97454545,3443978.09490909,9002769.61090909,2351246.74832727,279177.118436364,2958039.20727273,2351246.74832727,4944800.21436364,9897557.32363636,7130976.97454545,4944800.21436364,1843243.32909091,4944800.21436364,2445926.33309091,7130976.97454545,11301212.84,8019612.30181818,3280131.85381818,6643977.90181818,3827282.29945455,3636032.51763636,4944800.21436364,3443978.09490909,3126137.992,8411228.52363636,6226035.13636364,13602633.1581818,2958039.20727273,5373448.60909091,2657732.42963636,3443978.09490909,10846788.7872727,9477671.92,13602633.1581818,10399925.1018182,2958039.20727273,2836002.89909091,4453427.14,3827282.29945455,13147242.7345455,8411228.52363636,7569965.83054545,10399925.1018182,3636032.51763636,4944800.21436364,4057441.40327273,4944800.21436364,5836062.16545455,4944800.21436364,5373448.60909091,5373448.60909091,5373448.60909091,4944800.21436364,5373448.60909091
"TG 49:1; [M+NH4]+@10.53",66301.4464181818,211913.229818182,70133.3538181818,78918.3584909091,45934.1632363636,63392.8694727273,109750.3102,40325.7905636364,94541.6636363636,119024.907763636,95569.2504363636,72462.4126181818,37721.5597818182,35888.5268909091,32296.6482127273,30772.191804,75990.2405272727,94541.6636363636,205506.971072727,111179.989963636,98715.0489818182,71641.0117090909,38134.6683763636,120617.657745455,145129.163909091,255654.402309091,296689.507672727,93458.7746181818,67071.7863950909,21846.7412194545,48161.4923818182,37149.6829818182,151947.385872727,73674.2682,83905.0134909091,96691.3520727273,107642.341527273,174617.159327273,47646.5150727273,86509.2381090909,74496.2867454545,260709.985581818,191893.181581818,195514.4102,79774.9632181818,79774.9632181818,86509.2381090909,61412.3863272727,98715.0489818182,52659.7510545455,70872.1591636364,80698.3693636364,64260.9531818182,67071.7863950909,113834.294290909
"TG 49:2; [M+NH4]+@10.31",145129.163909091,545183.790545455,216264.997654545,174617.159327273,105234.515672727,60871.1379090909,182931.081509091,90965.1124,255654.402309091,243274.044890909,216264.997654545,188980.043072727,75329.3198363636,87703.3255636364,77483.1076749091,109750.3102,205506.971072727,238734.441981818,319482.547563636,255654.402309091,255654.402309091,122217.702981818,122217.702981818,220988.005963636,279177.118436364,501970.100963636,386929.186727273,314010.530727273,117988.788109091,107642.341527273,105234.515672727,96691.3520727273,386929.186727273,234028.268545455,199062.126454545,413633.724363636,216264.997654545,302115.793636364,88543.1133454545,199062.126454545,270178.934181818,627076.909636364,421090.204981818,554925.877672727,182931.081509091,185775.095781818,199062.126454545,125527.029127273,211913.229818182,208616.254927273,216264.997654545,220988.005963636,158552.247254545,216264.997654545,220988.005963636
"TG 49:3; [M+NH4]+@10.08",279177.118436364,534808.245272727,188980.043072727,361393.256054545,149480.446654545,26981.5140009091,260709.985581818,182931.081509091,302115.793636364,372476.228109091,314010.530727273,283124.736218182,115107.2098,158552.247254545,101727.941818182,191893.181581818,275963.763890909,270178.934181818,211913.229818182,265550.391,229137.938672727,185775.095781818,158552.247254545,224636.7558,211913.229818182,361393.256054545,270178.934181818,394601.712327273,174617.159327273,185775.095781818,151947.385872727,142797.592636364,477492.638545455,329057.429454545,413633.724363636,454161.326545455,205506.971072727,238734.441981818,211913.229818182,243274.044890909,429170.376181818,554925.877672727,342497.831745455,612827.136872727,260709.985581818,329057.429454545,372476.228109091,243274.044890909,238734.441981818,234028.268545455,270178.934181818,249845.734854545,238734.441981818,255654.402309091,265550.391
"TG 49:4; [M+NH4]+@9.90",65617.5806545455,136126.877309091,57713.8218545455,128508.222381818,58891.8455090909,9236.71384361818,88543.1133454545,62813.8803818182,65617.5806545455,120617.657745455,109750.3102,59456.2329636364,56509.5886181818,105234.515672727,67071.7863950909,151947.385872727,89522.0010363636,82465.2107636364,39378.2725654546,77483.1076749091,132515.487109091,113834.294290909,131187.154527273,75329.3198363636,77483.1076749091,132515.487109091,85703.7967636364,208616.254927273,100629.606090909,164082.804145455,62813.8803818182,113834.294290909,99579.8913454546,108642.957181818,127089.103581818,119024.907763636,90965.1124,77483.1076749091,145129.163909091,129919.826727273,151947.385872727,109750.3102,62813.8803818182,191893.181581818,100629.606090909,123554.593418182,140396.293327273,147384.414454545,78279.7154,98715.0489818182,98715.0489818182,79774.9632181818,82465.2107636364,67947.4837090909,87703.3255636364
"TG 50:0; [M+NH4]+@10.84",185775.095781818,516807.886181818,296689.507672727,485883.588854545,296689.507672727,394601.712327273,534808.245272727,394601.712327273,314010.530727273,394601.712327273,151947.385872727,180453.270490909,342497.831745455,288986.679709091,319482.547563636,182931.081509091,438339.015818182,302115.793636364,554925.877672727,347298.016309091,446894.067090909,673446.489636364,493945.833636364,454161.326545455,336443.352327273,980171.731818182,1146694.22981818,255654.402309091,255654.402309091,132515.487109091,336443.352327273,279177.118436364,526060.892709091,413633.724363636,234028.268545455,402103.885290909,1112980.90527273,454161.326545455,378295.698545455,761795.710363636,191893.181581818,1186900.59272727,357355.65,446894.067090909,296689.507672727,366983.748363636,589161.665636364,361393.256054545,429170.376181818,314010.530727273,302115.793636364,421090.204981818,402103.885290909,402103.885290909,372476.228109091
"TG 50:1; [M+NH4]+@10.58",1904637.91254545,5373448.60909091,2235425.09818182,3443978.09490909,1843243.32909091,2235425.09818182,3280131.85381818,1608154.68690909,2836002.89909091,3280131.85381818,3636032.51763636,2445926.33309091,1472054.51363636,1286915.13227273,1748195.25145455,1843243.32909091,2836002.89909091,2836002.89909091,7130976.97454545,3443978.09490909,4057441.40327273,3126137.992,2445926.33309091,5373448.60909091,6226035.13636364,7130976.97454545,10399925.1018182,4057441.40327273,4057441.40327273,2836002.89909091,2351246.74832727,2351246.74832727,4453427.14,2735573.60509091,2958039.20727273,3827282.29945455,4057441.40327273,6643977.90181818,2958039.20727273,4057441.40327273,3443978.09490909,5373448.60909091,6226035.13636364,5373448.60909091,3443978.09490909,3443978.09490909,3827282.29945455,3443978.09490909,3827282.29945455,3280131.85381818,3280131.85381818,2836002.89909091,3126137.992,3126137.992,4453427.14
"TG 50:2; [M+Na]+@10.20",36362.6618727273,208616.254927273,44874.2713272727,72462.4126181818,45380.2613163636,120617.657745455,90965.1124,30458.3296163636,73674.2682,60209.6586363636,105234.515672727,51371.9604545455,38990.7674363636,28052.7168418182,35117.5425818182,47014.1488023636,45380.2613163636,63392.8694727273,249845.734854545,79774.9632181818,84750.3011636364,64260.9531818182,27268.9427454545,111179.989963636,138497.939527273,136126.877309091,151947.385872727,76699.4683454545,54657.5092,39378.2725654546,37149.6829818182,39378.2725654546,100629.606090909,63392.8694727273,48730.9416909091,99579.8913454546,96691.3520727273,180453.270490909,42102.7588727273,85703.7967636364,76699.4683454545,195514.4102,174617.159327273,125527.029127273,97749.9371272727,68645.1984727273,123554.593418182,54657.5092,75329.3198363636,59456.2329636364,78918.3584909091,68645.1984727273,70872.1591636364,70133.3538181818,95569.2504363636
"TG 50:2; [M+NH4]+@10.37",5373448.60909091,10399925.1018182,7569965.83054545,5373448.60909091,4057441.40327273,3443978.09490909,7130976.97454545,4944800.21436364,8019612.30181818,5836062.16545455,5373448.60909091,7569965.83054545,5373448.60909091,3443978.09490909,3827282.29945455,4057441.40327273,5836062.16545455,8411228.52363636,11833483.0909091,9002769.61090909,7130976.97454545,6226035.13636364,4453427.14,8019612.30181818,9002769.61090909,9897557.32363636,13602633.1581818,6226035.13636364,5836062.16545455,4057441.40327273,5373448.60909091,3280131.85381818,7569965.83054545,5836062.16545455,4453427.14,7130976.97454545,7569965.83054545,8411228.52363636,5836062.16545455,6643977.90181818,6226035.13636364,10399925.1018182,10846788.7872727,8019612.30181818,6226035.13636364,6226035.13636364,7130976.97454545,4453427.14,6643977.90181818,5836062.16545455,6226035.13636364,5836062.16545455,6226035.13636364,5836062.16545455,6643977.90181818
"TG 50:2; [M+NH4]+@11.44",265550.391,308174.556236364,81817.6060727273,372476.228109091,134210.897745455,4095.34489454545,122217.702981818,172120.025072727,169221.018072727,352403.601109091,174617.159327273,151947.385872727,128508.222381818,526060.892709091,119024.907763636,352403.601109091,153919.465727273,116627.565981818,296689.507672727,132515.487109091,195514.4102,2735573.60509091,2351246.74832727,136126.877309091,260709.985581818,60871.1379090909,17628.4040290909,324377.870090909,158552.247254545,177743.180781818,158552.247254545,1671006.19952727,288986.679709091,554925.877672727,1005739.01967273,208616.254927273,202332.898,44874.2713272727,485883.588854545,229137.938672727,501970.100963636,140396.293327273,58891.8455090909,485883.588854545,279177.118436364,342497.831745455,421090.204981818,279177.118436364,185775.095781818,174617.159327273,208616.254927273,202332.898,208616.254927273,153919.465727273,195514.4102
"TG 50:3; [M+NH4]+@10.16",11301212.84,11833483.0909091,11301212.84,12346829.6345455,8019612.30181818,2445926.33309091,9477671.92,8411228.52363636,10846788.7872727,10846788.7872727,10846788.7872727,10399925.1018182,8019612.30181818,8019612.30181818,7569965.83054545,8019612.30181818,11833483.0909091,12346829.6345455,13147242.7345455,13147242.7345455,9002769.61090909,10846788.7872727,6643977.90181818,9477671.92,9477671.92,13602633.1581818,12346829.6345455,13147242.7345455,7569965.83054545,7130976.97454545,7569965.83054545,7569965.83054545,13602633.1581818,10399925.1018182,9002769.61090909,13602633.1581818,9002769.61090909,9002769.61090909,7130976.97454545,9002769.61090909,8411228.52363636,13602633.1581818,13147242.7345455,13602633.1581818,9897557.32363636,9477671.92,9897557.32363636,8411228.52363636,10846788.7872727,11301212.84,11301212.84,10846788.7872727,11833483.0909091,10399925.1018182,11301212.84
"TG 50:4; [M+NH4]+@9.96",11833483.0909091,9897557.32363636,8411228.52363636,9897557.32363636,5836062.16545455,485883.588854545,6226035.13636364,7130976.97454545,9897557.32363636,13147242.7345455,11301212.84,10846788.7872727,6226035.13636364,10399925.1018182,8411228.52363636,11301212.84,9897557.32363636,10399925.1018182,6643977.90181818,9897557.32363636,6643977.90181818,7569965.83054545,9002769.61090909,5836062.16545455,3827282.29945455,8019612.30181818,3827282.29945455,12346829.6345455,6643977.90181818,8411228.52363636,6643977.90181818,8411228.52363636,11833483.0909091,12346829.6345455,15588925.1909091,12346829.6345455,5836062.16545455,5373448.60909091,9897557.32363636,8019612.30181818,13602633.1581818,9897557.32363636,8411228.52363636,11833483.0909091,7569965.83054545,10399925.1018182,8019612.30181818,10846788.7872727,7569965.83054545,7569965.83054545,9477671.92,7569965.83054545,7130976.97454545,6643977.90181818,7569965.83054545
"TG 50:5; [M+NH4]+@9.79",1286915.13227273,1904637.91254545,600773.490727273,1843243.32909091,834955.634363636,56509.5886181818,1033245.71090909,885457.405636364,1086745.85254545,1608154.68690909,1334212.05254545,1005739.01967273,707677.198363636,1472054.51363636,1059684.85472727,2657732.42963636,1382832.90854545,1225464.05545455,566335.208181818,1112980.90527273,1429341.83290909,1748195.25145455,1843243.32909091,980171.731818182,461768.031818182,1086745.85254545,394601.712327273,2958039.20727273,861005.148181818,1429341.83290909,935101.124,1548754.91745455,1843243.32909091,1904637.91254545,3827282.29945455,1904637.91254545,761795.710363636,790298.787272727,2160207.03890909,1608154.68690909,2958039.20727273,1843243.32909091,1086745.85254545,2958039.20727273,1252841.52690909,2054232.07745455,1748195.25145455,2160207.03890909,1225464.05545455,1225464.05545455,1186900.59272727,1186900.59272727,1286915.13227273,1252841.52690909,1146694.22981818
"TG 51:1; [M+NH4]+@10.77",180453.270490909,386929.186727273,142797.592636364,234028.268545455,224636.7558,122217.702981818,357355.65,220988.005963636,211913.229818182,249845.734854545,249845.734854545,182931.081509091,211913.229818182,185775.095781818,249845.734854545,147384.414454545,185775.095781818,220988.005963636,275963.763890909,224636.7558,394601.712327273,243274.044890909,243274.044890909,366983.748363636,270178.934181818,352403.601109091,288986.679709091,185775.095781818,319482.547563636,234028.268545455,211913.229818182,205506.971072727,308174.556236364,275963.763890909,265550.391,265550.391,454161.326545455,534808.245272727,188980.043072727,394601.712327273,314010.530727273,461768.031818182,386929.186727273,509721.681454545,402103.885290909,429170.376181818,501970.100963636,275963.763890909,302115.793636364,260709.985581818,255654.402309091,243274.044890909,255654.402309091,275963.763890909,260709.985581818
"TG 51:2; [M+NH4]+@10.55",329057.429454545,980171.731818182,413633.724363636,402103.885290909,324377.870090909,238734.441981818,566335.208181818,324377.870090909,545183.790545455,468611.239090909,407755.444363636,468611.239090909,296689.507672727,249845.734854545,279177.118436364,308174.556236364,361393.256054545,468611.239090909,861005.148181818,566335.208181818,612827.136872727,336443.352327273,283124.736218182,627076.909636364,493945.833636364,935101.124,554925.877672727,501970.100963636,402103.885290909,270178.934181818,302115.793636364,220988.005963636,834955.634363636,438339.015818182,468611.239090909,673446.489636364,707677.198363636,980171.731818182,265550.391,534808.245272727,638805.549909091,1033245.71090909,912168.669090909,1033245.71090909,501970.100963636,501970.100963636,725389.384545455,372476.228109091,477492.638545455,394601.712327273,413633.724363636,386929.186727273,461768.031818182,446894.067090909,509721.681454545
"TG 51:3; [M+NH4]+@10.31",493945.833636364,1186900.59272727,477492.638545455,600773.490727273,386929.186727273,177743.180781818,653426.328,361393.256054545,627076.909636364,554925.877672727,554925.877672727,627076.909636364,407755.444363636,352403.601109091,324377.870090909,413633.724363636,342497.831745455,461768.031818182,743134.024,509721.681454545,566335.208181818,501970.100963636,372476.228109091,638805.549909091,468611.239090909,600773.490727273,342497.831745455,566335.208181818,407755.444363636,372476.228109091,357355.65,357355.65,725389.384545455,477492.638545455,477492.638545455,790298.787272727,790298.787272727,1086745.85254545,446894.067090909,687745.783090909,566335.208181818,1059684.85472727,935101.124,1112980.90527273,600773.490727273,673446.489636364,761795.710363636,493945.833636364,554925.877672727,454161.326545455,461768.031818182,501970.100963636,516807.886181818,477492.638545455,545183.790545455
"TG 51:4; [M+NH4]+@10.13",234028.268545455,509721.681454545,195514.4102,319482.547563636,279177.118436364,50295.1535272727,378295.698545455,319482.547563636,296689.507672727,336443.352327273,308174.556236364,279177.118436364,279177.118436364,324377.870090909,234028.268545455,402103.885290909,142797.592636364,188980.043072727,172120.025072727,202332.898,342497.831745455,329057.429454545,270178.934181818,324377.870090909,177743.180781818,260709.985581818,92070.9993636364,270178.934181818,336443.352327273,283124.736218182,270178.934181818,234028.268545455,329057.429454545,270178.934181818,155852.877163636,324377.870090909,347298.016309091,421090.204981818,308174.556236364,438339.015818182,224636.7558,446894.067090909,288986.679709091,526060.892709091,477492.638545455,534808.245272727,554925.877672727,429170.376181818,265550.391,265550.391,265550.391,238734.441981818,260709.985581818,260709.985581818,255654.402309091
"TG 51:5; [M+NH4]+@9.96",54259.0311090909,98715.0489818182,45380.2613163636,96691.3520727273,78918.3584909091,11898.8656041818,116627.565981818,69354.2205818182,42102.7588727273,70872.1591636364,73674.2682,43029.4435272727,54657.5092,107642.341527273,61412.3863272727,136126.877309091,43656.9797216364,80698.3693636364,36362.6618727273,55738.0478727273,99579.8913454546,98715.0489818182,151947.385872727,149480.446654545,35477.9694709091,73674.2682,38576.2983272727,122217.702981818,120617.657745455,140396.293327273,76699.4683454545,105234.515672727,61412.3863272727,89522.0010363636,44874.2713272727,78279.7154,71641.0117090909,120617.657745455,128508.222381818,113834.294290909,75990.2405272727,97749.9371272727,56509.5886181818,97749.9371272727,177743.180781818,172120.025072727,129919.826727273,138497.939527273,52659.7510545455,51371.9604545455,68645.1984727273,54657.5092,71641.0117090909,86509.2381090909,51371.9604545455
