"Sample","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6"
"lysoPE 18:1; [M+Na]+@1.92",77483.1076749091,40535.5850045455,82465.2107636364,42102.7588727273,81817.6060727273,62119.0077818182,44600.9718727273,81817.6060727273,69354.2205818182,63392.8694727273,58409.0806545455,68645.1984727273,70133.3538181818,70133.3538181818,67947.4837090909,58650.4630818182,64260.9531818182,66301.4464181818,51110.6934727273,61412.3863272727,41176.2133090909,28338.46846,41176.2133090909,54458.2701545455,41176.2133090909,32296.6482127273,35888.5268909091,36362.6618727273,39378.2725654546,57713.8218545455,52659.7510545455,54657.5092,43656.9797216364,37149.6829818182,47014.1488023636,38990.7674363636,39378.2725654546,35683.2481809091,91518.0558818182,40325.7905636364,25001.248,37435.6213818182,44600.9718727273,28338.46846,46217.6435218182,38134.6683763636,37149.6829818182,38134.6683763636,53176.8431454545,53176.8431454545,54657.5092,44874.2713272727,45380.2613163636,52659.7510545455,50295.1535272727
"lysoPE 18:2; [M+H]+@1.52",76699.4683454545,24006.3551872727,83905.0134909091,39378.2725654546,90965.1124,68645.1984727273,28338.46846,98715.0489818182,49286.0710363636,40325.7905636364,55738.0478727273,67947.4837090909,105234.515672727,81817.6060727273,107642.341527273,78279.7154,57713.8218545455,52659.7510545455,26398.3215745455,43029.4435272727,43029.4435272727,52044.4208545455,39378.2725654546,47646.5150727273,34173.7103127273,28659.9203770909,34173.7103127273,31544.1779090909,41644.1939272727,56509.5886181818,69354.2205818182,58891.8455090909,26981.5140009091,32296.6482127273,38576.2983272727,29770.8727907273,54259.0311090909,31159.6627818182,35888.5268909091,52659.7510545455,58409.0806545455,53176.8431454545,18776.3222509091,41176.2133090909,40745.3794454545,50295.1535272727,102872.202327273,34749.8895763636,44327.6724181818,41176.2133090909,42572.5076545455,45380.2613163636,45934.1632363636,51371.9604545455,45934.1632363636
"lysoPE 20:1; [M+H]+@2.73",51371.9604545455,13895.0487781818,65617.5806545455,15168.5086836364,43029.4435272727,29770.8727907273,7539.76609272727,55738.0478727273,34173.7103127273,19724.8928672727,31159.6627818182,49867.1029290909,40745.3794454545,35477.9694709091,50849.4264909091,14960.4471181818,31937.1581127273,23677.7103381818,16556.9071145455,24691.6429563636,7362.95283854545,9858.72197818182,13358.6582116364,16764.0805509091,15953.4562730909,15168.5086836364,19724.8928672727,13547.3755890909,8616.38082,15953.4562730909,23321.6596761818,21583.4031527273,10197.8882358182,25635.3951909091,20518.8130363636,14405.5111109091,15375.5682672727,9858.72197818182,19248.3127436364,10557.9830307818,17628.4040290909,9236.71384361818,11898.8656041818,10023.3356785455,13547.3755890909,9401.40962545455,10722.1093909091,9073.61237109091,21583.4031527273,25001.248,19724.8928672727,19010.1250345455,22127.6094909091,18776.3222509091,17801.2039654545
"lysoPE 20:2; [M+H]+@2.12",14071.4770527273,2807.06614363636,13756.2549672727,5405.89216181818,9858.72197818182,8746.44234583636,1426.08271636364,10722.1093909091,8308.4443118,3895.49399612727,8019.7261,11050.3028194545,8616.38082,13895.0487781818,13756.2549672727,5750.06363818182,5232.34559570909,4639.68148521818,5984.88111392727,4316.57966,3526.56408545455,4474.12623272727,6596.50616363636,6173.07772,2949.29036592727,3699.12319818182,5560.27774181818,2235.14979063636,4095.34489454545,6774.80716545454,6283.44562181818,9694.2835222,2949.29036592727,3300.85320545455,3895.49399612727,2235.14979063636,3526.56408545455,2949.29036592727,4797.12763818182,3895.49399612727,4316.57966,4474.12623272727,4985.86454545454,2413.21429387273,5232.34559570909,4316.57966,3526.56408545455,4474.12623272727,6437.97570910909,5560.27774181818,5560.27774181818,4985.86454545454,3699.12319818182,5405.89216181818,3300.85320545455
"lysoPE 20:3; [M+H]+@1.70",14822.0863290909,5560.27774181818,25001.248,5880.02899454546,10722.1093909091,6919.03179636364,5405.89216181818,10394.3462054545,14960.4471181818,958.809989581818,11176.7533054545,16764.0805509091,4639.68148521818,12781.1845618182,14071.4770527273,3699.12319818182,13756.2549672727,8478.83729090909,11314.2910490909,11314.2910490909,5560.27774181818,5880.02899454546,6919.03179636364,7716.29116909091,3895.49399612727,3526.56408545455,5232.34559570909,6596.50616363636,5880.02899454546,6919.03179636364,10908.5285236364,12247.7855169091,5405.89216181818,5405.89216181818,6437.97570910909,1829.85498,6437.97570910909,4474.12623272727,6919.03179636364,5880.02899454546,4474.12623272727,2413.21429387273,5560.27774181818,4316.57966,4985.86454545454,5232.34559570909,3111.66228545455,8019.7261,5984.88111392727,6596.50616363636,4797.12763818182,8308.4443118,4474.12623272727,5984.88111392727,6283.44562181818
"lysoPE 20:4; [M+H]+@1.38",109750.3102,31159.6627818182,100629.606090909,57713.8218545455,93458.7746181818,75329.3198363636,30127.8273272727,106509.658654545,74496.2867454545,54259.0311090909,77483.1076749091,103935.133381818,100629.606090909,73674.2682,108642.957181818,41644.1939272727,93458.7746181818,77483.1076749091,45934.1632363636,67071.7863950909,41644.1939272727,61412.3863272727,50295.1535272727,49286.0710363636,47014.1488023636,33156.3412945455,47646.5150727273,53734.9651454545,43656.9797216364,49867.1029290909,71641.0117090909,77483.1076749091,46501.1238072727,45934.1632363636,57713.8218545455,40745.3794454545,49867.1029290909,29383.0054727273,49286.0710363636,37721.5597818182,50849.4264909091,30127.8273272727,41644.1939272727,38990.7674363636,42572.5076545455,48730.9416909091,31544.1779090909,47014.1488023636,54657.5092,58409.0806545455,53734.9651454545,49286.0710363636,54259.0311090909,50849.4264909091,57235.7184
"lysoPE 22:1; [M+H]+@3.62",49867.1029290909,11176.7533054545,53176.8431454545,13547.3755890909,42102.7588727273,25001.248,9694.2835222,45380.2613163636,30127.8273272727,15550.3520010909,28052.7168418182,31937.1581127273,39378.2725654546,36724.9901636364,43656.9797216364,16376.4568581818,29383.0054727273,26057.0556,16764.0805509091,20518.8130363636,9073.61237109091,11314.2910490909,14822.0863290909,14960.4471181818,11314.2910490909,11314.2910490909,17244.5331932727,10197.8882358182,12781.1845618182,16556.9071145455,25001.248,22127.6094909091,15953.4562730909,21038.8594309091,17628.4040290909,17628.4040290909,15550.3520010909,12619.5251472727,16764.0805509091,16376.4568581818,18064.4312825455,16556.9071145455,13358.6582116364,7188.67688912727,15168.5086836364,10722.1093909091,8910.78444667273,10908.5285236364,22727.8978363636,18776.3222509091,18309.8789049091,15168.5086836364,17801.2039654545,19724.8928672727,19478.7636
"lysoPE 22:4; [M+H]+@1.90",74496.2867454545,18566.9278965455,78918.3584909091,28052.7168418182,66301.4464181818,59456.2329636364,19724.8928672727,76699.4683454545,71641.0117090909,35477.9694709091,61412.3863272727,73674.2682,73674.2682,62119.0077818182,83238.6674,25001.248,79774.9632181818,68645.1984727273,38576.2983272727,60871.1379090909,28659.9203770909,30127.8273272727,36362.6618727273,51371.9604545455,32749.1110727273,28338.46846,47014.1488023636,26717.1308181818,34173.7103127273,48730.9416909091,67071.7863950909,67071.7863950909,15792.1034492727,20273.4056945455,21846.7412194545,19724.8928672727,17628.4040290909,15168.5086836364,24691.6429563636,21038.8594309091,18309.8789049091,15792.1034492727,22127.6094909091,8478.83729090909,17429.1716,15953.4562730909,18776.3222509091,17628.4040290909,43029.4435272727,38134.6683763636,41176.2133090909,42572.5076545455,38134.6683763636,44874.2713272727,42572.5076545455
"lysoPE 22:5; [M+H]+@1.56",31159.6627818182,13756.2549672727,38134.6683763636,18776.3222509091,26717.1308181818,33156.3412945455,14822.0863290909,39378.2725654546,29383.0054727273,20031.1379927273,25001.248,26398.3215745455,31544.1779090909,31159.6627818182,33708.2585636364,14071.4770527273,28338.46846,19248.3127436364,10394.3462054545,16376.4568581818,8308.4443118,22127.6094909091,14626.9808854545,12982.7572054545,14822.0863290909,9561.66465454546,23677.7103381818,23085.9977018182,14822.0863290909,12982.7572054545,22455.1957709091,21846.7412194545,14405.5111109091,10908.5285236364,12619.5251472727,11176.7533054545,10722.1093909091,9073.61237109091,14822.0863290909,9401.40962545455,37721.5597818182,6173.07772,9694.2835222,9073.61237109091,8478.83729090909,9694.2835222,7716.29116909091,18309.8789049091,25304.7201116364,16764.0805509091,18064.4312825455,14225.0361927273,21291.1931309091,17429.1716,19724.8928672727
"lysoPE 22:6; [M+H]+@1.30",125527.029127273,46501.1238072727,125527.029127273,81817.6060727273,107642.341527273,83905.0134909091,54259.0311090909,120617.657745455,106509.658654545,69354.2205818182,93458.7746181818,119024.907763636,151947.385872727,95569.2504363636,138497.939527273,64260.9531818182,122217.702981818,92070.9993636364,63392.8694727273,81817.6060727273,54259.0311090909,82465.2107636364,67071.7863950909,62813.8803818182,64260.9531818182,44327.6724181818,61412.3863272727,102872.202327273,73674.2682,78279.7154,129919.826727273,125527.029127273,67071.7863950909,76699.4683454545,95569.2504363636,64260.9531818182,68645.1984727273,43656.9797216364,63392.8694727273,61412.3863272727,142797.592636364,57713.8218545455,81817.6060727273,52659.7510545455,64260.9531818182,64839.9528909091,35477.9694709091,64260.9531818182,83238.6674,75329.3198363636,80698.3693636364,75990.2405272727,78918.3584909091,80698.3693636364,80698.3693636364
"lysoPE 22:6; [M+Na]+@1.34",4985.86454545454,4474.12623272727,4797.12763818182,5560.27774181818,6437.97570910909,4474.12623272727,2413.21429387273,4316.57966,5984.88111392727,4639.68148521818,3895.49399612727,5232.34559570909,6774.80716545454,5405.89216181818,9073.61237109091,3895.49399612727,5984.88111392727,3895.49399612727,4639.68148521818,4797.12763818182,4095.34489454545,6173.07772,3699.12319818182,3526.56408545455,3300.85320545455,2949.29036592727,2235.14979063636,5984.88111392727,4797.12763818182,4316.57966,4985.86454545454,5880.02899454546,4316.57966,4639.68148521818,4797.12763818182,5984.88111392727,4639.68148521818,4639.68148521818,3699.12319818182,2807.06614363636,7869.07008254545,7051.10208363636,6173.07772,4639.68148521818,5750.06363818182,6596.50616363636,2807.06614363636,3699.12319818182,2949.29036592727,4316.57966,4639.68148521818,3300.85320545455,4095.34489454545,2807.06614363636,3111.66228545455
"lysoPE 24:1; [M+H]+@4.53",18566.9278965455,8746.44234583636,20031.1379927273,7539.76609272727,17628.4040290909,16764.0805509091,7869.07008254545,17801.2039654545,10023.3356785455,11050.3028194545,12470.0289309091,14822.0863290909,11898.8656041818,14225.0361927273,21846.7412194545,9858.72197818182,11314.2910490909,10557.9830307818,7716.29116909091,9561.66465454546,4639.68148521818,5560.27774181818,7869.07008254545,7869.07008254545,6774.80716545454,8308.4443118,11686.0769636364,7869.07008254545,7539.76609272727,11050.3028194545,9561.66465454546,12781.1845618182,9694.2835222,13358.6582116364,14405.5111109091,11314.2910490909,13547.3755890909,11176.7533054545,12247.7855169091,14822.0863290909,13895.0487781818,9858.72197818182,8143.88668890909,6596.50616363636,8616.38082,8478.83729090909,8478.83729090909,9236.71384361818,10722.1093909091,9561.66465454546,7188.67688912727,7716.29116909091,9858.72197818182,10023.3356785455,8910.78444667273
"lysoPE 24:4; [M+H]+@2.68",17801.2039654545,3895.49399612727,21038.8594309091,4474.12623272727,17801.2039654545,14225.0361927273,4985.86454545454,16556.9071145455,13358.6582116364,6437.97570910909,9561.66465454546,23085.9977018182,13172.0136563636,19724.8928672727,18309.8789049091,6919.03179636364,19478.7636,16186.70464,10908.5285236364,17628.4040290909,12247.7855169091,10722.1093909091,12982.7572054545,17011.6993563636,8910.78444667273,6919.03179636364,13547.3755890909,7539.76609272727,8143.88668890909,15550.3520010909,11898.8656041818,17429.1716,6596.50616363636,5560.27774181818,8616.38082,5405.89216181818,7869.07008254545,7869.07008254545,5405.89216181818,8308.4443118,4985.86454545454,5232.34559570909,4639.68148521818,3699.12319818182,7716.29116909091,5405.89216181818,5405.89216181818,7188.67688912727,12781.1845618182,10908.5285236364,13895.0487781818,12781.1845618182,7539.76609272727,12781.1845618182,13895.0487781818
"MG 16:0; [M+Li]+@2.79",21291.1931309091,38134.6683763636,23677.7103381818,48730.9416909091,22727.8978363636,46501.1238072727,40745.3794454545,21846.7412194545,31159.6627818182,23677.7103381818,20754.9612527273,21583.4031527273,24006.3551872727,25635.3951909091,16376.4568581818,38576.2983272727,19248.3127436364,29383.0054727273,26981.5140009091,23085.9977018182,38134.6683763636,35888.5268909091,27629.6864654545,35477.9694709091,30772.191804,47646.5150727273,36724.9901636364,28052.7168418182,32296.6482127273,20273.4056945455,27629.6864654545,31544.1779090909,28659.9203770909,35117.5425818182,26717.1308181818,38134.6683763636,44327.6724181818,46501.1238072727,41644.1939272727,35117.5425818182,44327.6724181818,55207.9209454545,45380.2613163636,56509.5886181818,45380.2613163636,53734.9651454545,54259.0311090909,33708.2585636364,24345.2378727273,27629.6864654545,28659.9203770909,30127.8273272727,36362.6618727273,31159.6627818182,42102.7588727273
"MG 16:0; [M+NH4]+@2.90",526060.892709091,402103.885290909,653426.328,653426.328,566335.208181818,1225464.05545455,980171.731818182,612827.136872727,477492.638545455,707677.198363636,627076.909636364,653426.328,653426.328,600773.490727273,761795.710363636,912168.669090909,687745.783090909,834955.634363636,378295.698545455,342497.831745455,1286915.13227273,861005.148181818,627076.909636364,357355.65,1146694.22981818,1186900.59272727,980171.731818182,912168.669090909,885457.405636364,707677.198363636,707677.198363636,554925.877672727,935101.124,834955.634363636,725389.384545455,956432.847272727,956432.847272727,725389.384545455,812795.232,980171.731818182,725389.384545455,1671006.19952727,1186900.59272727,1334212.05254545,1033245.71090909,1033245.71090909,1146694.22981818,761795.710363636,1252841.52690909,1252841.52690909,1286915.13227273,1225464.05545455,1186900.59272727,1286915.13227273,935101.124
"MG 17:0; [M+Li]+@3.28",16376.4568581818,13358.6582116364,14960.4471181818,24006.3551872727,12066.2771589091,25304.7201116364,24691.6429563636,15953.4562730909,15953.4562730909,14225.0361927273,14071.4770527273,15953.4562730909,14960.4471181818,14071.4770527273,17429.1716,20754.9612527273,11050.3028194545,16764.0805509091,15375.5682672727,12781.1845618182,19010.1250345455,19010.1250345455,23321.6596761818,16556.9071145455,20518.8130363636,25635.3951909091,25635.3951909091,17429.1716,22127.6094909091,18309.8789049091,15550.3520010909,21291.1931309091,13756.2549672727,17011.6993563636,12781.1845618182,18064.4312825455,25304.7201116364,24691.6429563636,23677.7103381818,18776.3222509091,23321.6596761818,36362.6618727273,23677.7103381818,28052.7168418182,30458.3296163636,30458.3296163636,37721.5597818182,23677.7103381818,14822.0863290909,16556.9071145455,15550.3520010909,18776.3222509091,18064.4312825455,18309.8789049091,19248.3127436364
"MG 18:0; [M+Li]+@3.66",44327.6724181818,85703.7967636364,48730.9416909091,88543.1133454545,47646.5150727273,98715.0489818182,75329.3198363636,35477.9694709091,67947.4837090909,53176.8431454545,49286.0710363636,53734.9651454545,55207.9209454545,49286.0710363636,39378.2725654546,84750.3011636364,40745.3794454545,54259.0311090909,61412.3863272727,47014.1488023636,86509.2381090909,80698.3693636364,58409.0806545455,78918.3584909091,63392.8694727273,92070.9993636364,77483.1076749091,68645.1984727273,70133.3538181818,60209.6586363636,52044.4208545455,53176.8431454545,59456.2329636364,53734.9651454545,50295.1535272727,70872.1591636364,79774.9632181818,88543.1133454545,70133.3538181818,78918.3584909091,85703.7967636364,106509.658654545,71641.0117090909,111179.989963636,99579.8913454546,94541.6636363636,113834.294290909,58409.0806545455,47014.1488023636,67071.7863950909,52659.7510545455,63392.8694727273,62813.8803818182,37149.6829818182,70872.1591636364
"MG 18:0; [M+NH4]+@3.91",1671006.19952727,2657732.42963636,1843243.32909091,2836002.89909091,1608154.68690909,4057441.40327273,2836002.89909091,1748195.25145455,1548754.91745455,2054232.07745455,1748195.25145455,1671006.19952727,1671006.19952727,1608154.68690909,1608154.68690909,3280131.85381818,1904637.91254545,2160207.03890909,2235425.09818182,1904637.91254545,3443978.09490909,2958039.20727273,2235425.09818182,2054232.07745455,2958039.20727273,3126137.992,2836002.89909091,2445926.33309091,2548118.16727273,2351246.74832727,2160207.03890909,2160207.03890909,2548118.16727273,3126137.992,2548118.16727273,2735573.60509091,3126137.992,3280131.85381818,2351246.74832727,3280131.85381818,2657732.42963636,3280131.85381818,3280131.85381818,3126137.992,3126137.992,3126137.992,3636032.51763636,2548118.16727273,3126137.992,2657732.42963636,2735573.60509091,2445926.33309091,2351246.74832727,2351246.74832727,2548118.16727273
"MG 18:1; [M+NH4]+@3.08",60871.1379090909,53734.9651454545,62813.8803818182,99579.8913454546,69354.2205818182,115107.2098,102872.202327273,63392.8694727273,54259.0311090909,89522.0010363636,74496.2867454545,70133.3538181818,70872.1591636364,57235.7184,66301.4464181818,102872.202327273,66301.4464181818,73674.2682,49867.1029290909,48730.9416909091,128508.222381818,99579.8913454546,90965.1124,50849.4264909091,115107.2098,125527.029127273,107642.341527273,108642.957181818,106509.658654545,80698.3693636364,77483.1076749091,64839.9528909091,93458.7746181818,94541.6636363636,80698.3693636364,120617.657745455,117988.788109091,94541.6636363636,94541.6636363636,116627.565981818,88543.1133454545,172120.025072727,140396.293327273,149480.446654545,113834.294290909,103935.133381818,138497.939527273,83905.0134909091,120617.657745455,117988.788109091,117988.788109091,108642.957181818,103935.133381818,109750.3102,112541.002236364
