Sample,Ctrl_BKS_2202,Ctrl_BKS_2203,Ctrl_BKS_2206,Ctrl_BKS_2211,HF_BKS_2214,HF_BKS_2216,HF_BKS_2217,HF_BKS_2218,Ctrl_BKS_db+_2225,Ctrl_BKS_db+_2226,Ctrl_BKS_db+_2227,Ctrl_BKS_db+_2231,HF_BKS_db+_2239,HF_BKS_db+_2241,HF_BKS_db+_2242,HF_BKS_db+_2243,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266,Ctrl_BL6_db+_2273,Ctrl_BL6_db+_2274,Ctrl_BL6_db+_2275,Ctrl_BL6_db+_2279,HF_BL6_db+_2286,HF_BL6_db+_2287,HF_BL6_db+_2288,HF_BL6_db+_2289,Ctrl_BTBR_2292,Ctrl_BTBR_2293,Ctrl_BTBR_2297,Ctrl_BTBR_2298,HF_BTBR_2306,HF_BTBR_2307,HF_BTBR_2308,HF_BTBR_2309,Ctrl_BTBR_ob+_2316,Ctrl_BTBR_ob+_2317,Ctrl_BTBR_ob+_2318,Ctrl_BTBR_ob+_2320,HF_BTBR_ob+_2329,HF_BTBR_ob+_2331,HF_BTBR_ob+_2333,HF_BTBR_ob+_2334,Tissue_Test Pool_Positive_01,Tissue_Test Pool_Positive_02,Tissue_Test Pool_Positive_03,Tissue_Test Pool_Positive_04,Tissue_Test Pool_Positive_05,Tissue_Test Pool_Positive_06,Tissue_Test Pool_Positive_07
Label,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,HF_BKS,HF_BKS,HF_BKS,HF_BKS,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,HF_BL6,HF_BL6,HF_BL6,HF_BL6,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,QC,QC,QC,QC,QC,QC,QC
TG 57:1; [M+NH4]+@11.51,67006.29656,10226.33854,N/A,59442.1688,49807.92955,7972.498547,65898.71172,79125.88118,12521.75822,41695.78536,56596.32886,21950.22583,57572.62975,122902.0381,69363.67584,67015.3637,10493.54744,10571.42301,2118.473293,N/A,9859.032982,10251.19012,24229.05914,N/A,4738.388418,2749.501625,5135.873912,9050.448308,49383.58983,33291.30222,8032.863569,21396.54301,N/A,10642.65103,51228.57722,6987.414269,16415.71582,4421.530992,55438.79939,12804.51371,6373.691968,N/A,3916.392872,7596.515641,54272.70339,64218.75093,49151.92952,51203.95275,9298.317007,9388.726458,9658.800283,11700.83907,10674.66318,38217.48903,33899.75921
TG 57:2; [M+NH4]+@11.23,229965.907,64622.24692,46047.9923,237413.3359,223308.9166,33079.44488,157890.3859,171752.0766,125985.4744,109589.2686,269009.169,103117.3527,96063.55962,185829.9349,211913.4702,231377.3964,47560.97714,43504.70469,42142.26522,38032.21012,50866.71445,70522.12247,58197.84094,81591.56195,31802.41559,23609.60145,37791.57084,98072.9539,76917.15037,89436.1611,54524.23128,49839.18675,88200.5385,64563.98316,178054.3748,48022.74281,66634.32006,72475.83974,163886.8447,72678.04259,52763.57653,68783.95395,50853.62135,66998.00277,70423.80341,73842.16447,64304.28481,119852.022,70346.18949,65106.41623,53437.32847,62443.11292,116139.02,67041.3288,68686.64023
TG 57:3; [M+NH4]+@11.05,225118.2575,71690.57761,83191.15463,202917.0264,145399.9318,60988.38396,117606.6632,138331.2891,101613.9977,157879.2065,261399.9942,145224.4005,100029.4675,232004.9387,189637.322,166826.4292,69523.55752,112985.0984,72084.84096,50775.34945,88388.90265,175975.8532,57882.04096,53574.65442,56778.51403,51444.95737,42949.10377,61835.74662,108362.351,90465.80645,79603.52443,171014.3209,55670.70856,100987.7753,158947.197,74382.81861,51762.74401,86326.15763,134961.3028,72861.72745,98312.08231,68012.48629,43331.48906,61077.54298,113614.9487,129157.0918,50691.42143,80733.57717,87238.6315,70685.10079,62153.20208,86784.4614,90965.3314,69268.47,82765.38595
TG 57:4; [M+NH4]+@10.86,72038.45878,43088.22718,28048.39868,43203.12443,26667.68917,41494.46158,43278.35414,45009.44639,33576.55287,35950.07908,67254.15015,40867.23498,44839.64156,41020.1672,33000.24832,27400.55559,18804.98549,28144.28299,37654.73034,32188.31769,28143.48892,65419.92506,95210.02992,51576.40807,37983.2268,28158.02599,16854.40728,23721.17204,94834.16558,36152.27032,31522.19431,20465.25671,43814.20019,28485.50423,30190.09585,44325.94264,46714.2258,40803.80922,34084.44408,45676.19267,22388.27271,34029.96367,34052.63557,35782.85856,37108.28064,21899.10011,37918.65075,46742.48481,39460.51695,34868.41946,34436.0798,35605.58407,65019.67714,39465.31493,49565.71734
TG 57:7; [M+NH4]+@10.41,56193.68994,82076.14757,62643.44175,66078.0474,1944.627283,16791.01088,11945.13717,3315.800092,44845.58175,56772.36941,855.3100122,54118.38216,3894.291676,N/A,N/A,N/A,35528.02067,44104.89454,47822.31332,44253.479,5292.413434,17703.1299,31095.50719,N/A,40338.04491,37809.56553,N/A,11375.22762,45191.5985,N/A,10168.06042,24446.86651,37687.43996,1136.323727,1316.102644,47673.04052,N/A,31248.729,2084.722573,N/A,46653.47302,35899.09044,33670.00984,N/A,1415.457601,N/A,N/A,48.50691123,N/A,N/A,8350.152576,42004.30616,N/A,49425.0422,39032.45863
TG 57:9; [M+NH4]+@10.08,3039.463613,6490.409334,3594.012967,6211.981235,N/A,10964.25747,2299.46403,1711.449204,3364.267209,210.5667232,2528.610371,3205.781175,N/A,2598.639626,6822.352425,4660.002557,7192.535348,7843.322831,10743.71522,13491.05326,5775.394641,N/A,4483.101758,8946.551358,13419.23519,8106.216819,5990.329815,7501.079499,11635.12484,4946.610835,7012.605055,7170.322885,6695.487554,10640.00971,5998.213941,6647.43836,7296.166162,N/A,4951.641216,5694.911669,3759.714931,8670.826884,5846.657969,3834.695946,N/A,5973.248694,8202.127168,4228.427235,3108.668808,2490.126383,6283.268845,5739.80425,5155.404172,7752.454679,8216.852439
TG 58:0; [M+NH4]+@11.91,22973.50884,4426.94523,7102.093607,7889.77617,13294.89432,5361.680082,7145.090906,7948.214212,4351.812686,10906.2946,7864.92068,8535.358366,6285.591171,21881.22855,12263.47625,15750.31097,7364.61507,2609.191248,2023.389757,4855.598803,3182.815708,7197.250484,4754.985177,2068.87785,3582.038476,7699.118598,7301.637424,8477.230139,4090.975622,2648.833354,7367.703924,6837.591699,4095.082262,4344.259168,6268.047551,5105.508989,14960.87834,5244.267206,3719.168829,10024.13693,5595.63845,14425.20148,5548.66281,7066.413493,7971.819502,11001.51424,4014.194862,10032.50965,11190.24403,4789.208232,8897.270869,3972.802479,4153.334938,4953.706621,4045.04055
TG 58:1; [M+NH4]+@11.64,61315.11396,16283.49069,40118.10228,72441.64196,91799.77165,8482.023125,28578.36178,49236.30292,25190.58507,43855.29939,69253.89758,51188.46068,50099.10267,76988.81214,73573.40483,115442.1725,34797.07487,20102.33539,7202.155963,10277.34189,22171.84777,17367.89704,19971.71437,11811.53932,10003.49707,6953.332956,15137.53086,26387.82888,27388.77862,30022.44638,24340.87208,22463.11372,10570.51667,25642.29805,36116.10744,9912.928473,22411.49579,5841.049218,33004.90482,25566.34918,20696.7961,6543.177626,8546.9874,5950.948782,13408.08959,20834.20242,20304.87907,39384.53341,20737.90685,17178.00356,16057.72655,33844.40301,19570.01494,19918.60144,17255.22727
TG 58:10; [M+NH4]+@10.01,9136.931686,6877.649867,33207.28477,7003.200156,19007.11111,21049.92781,10267.60403,29634.03653,18954.06705,25214.21892,17698.40495,29477.48516,39142.09487,22031.26831,9975.569891,27764.12594,38880.90042,52888.0355,36818.09636,34208.51574,67229.55743,105596.0084,129879.6517,67616.10034,25538.81188,15908.94295,11437.76707,33909.88589,66030.7939,59131.25097,86029.55327,88529.98656,9834.630526,17660.45494,9743.957478,10880.2076,22281.42116,9344.947535,16571.11567,14710.42011,7355.521342,8582.675987,6342.847256,10959.22626,9863.390812,17572.82416,7458.665715,21234.38924,30385.0561,13806.61084,18363.63652,18212.64781,34757.85091,30548.11053,24841.18795
TG 58:11; [M+NH4]+@9.85,3359.342443,598.5387922,1372.301091,845.5645579,6895.601127,621.3154592,1558.251615,3010.506394,2280.841031,2370.654025,N/A,1987.676717,2721.455773,6904.878564,1456.549906,1545.719568,26744.97807,17290.43033,12739.17445,8909.264449,17011.40736,29761.396,25289.39803,11229.10853,4537.821025,8192.197504,1811.958501,20944.06296,9169.962017,14615.48911,9921.081044,19146.05299,1794.829687,6075.760593,4539.458265,3110.850993,2836.235429,437.3722267,2891.808019,1117.571518,5951.443465,2376.700665,3532.71932,3406.826477,1550.315993,3325.1026,739.1361985,3109.52102,3886.567471,7725.446054,10496.51222,4364.684609,8862.243218,4402.718109,7480.317352
TG 58:2; [M+NH4]+@11.30,492142.0137,139001.4283,147963.8293,486173.0032,484105.9783,28729.80014,239537.0676,260880.5452,180072.1761,245210.4871,506890.3241,266878.2587,278170.6491,500782.5984,312230.0685,435321.7231,185241.0096,123729.7984,22933.2747,51181.44209,66841.93155,97570.7958,119233.8414,58551.63792,51033.16626,40835.25541,72495.55065,106712.2418,159453.702,254303.4504,132360.5174,136857.6283,68221.33223,92434.64894,320456.7482,113896.6759,77571.88386,58205.38055,172361.2507,102090.7761,127706.0936,64325.9262,43039.0191,100563.148,61478.48367,209131.9345,66893.05875,157110.4794,116056.9483,130838.5623,125740.1429,94857.31544,95135.50751,113645.1048,95622.48349
TG 58:3; [M+NH4]+@11.15,814023.7633,260743.7885,304503.3026,776601.0745,541950.0806,27714.86029,376928.1764,459115.2204,324193.7829,511527.6472,814471.2319,445251.9454,418321.0612,710333.2026,600924.1328,592976.4485,253172.6931,241126.5442,67019.40858,136859.0934,142785.9667,303536.4501,404814.4049,109516.017,205266.1051,84678.98847,68237.85483,334321.062,288093.5602,416151.8377,306810.2307,399354.5663,144371.7994,376206.3362,425517.5439,196727.8824,161007.1476,73601.10918,310253.0086,180072.455,303984.7485,85774.65907,71824.32078,183177.916,174202.7976,391929.6151,199278.5127,356871.4738,240735.8267,253958.4698,249639.9316,258664.8716,320261.1588,233856.0275,224680.2971
TG 58:4; [M+NH4]+@10.98,270596.0591,149396.5359,113032.8926,219541.7585,183981.7606,14729.34136,147534.6716,181896.8477,124420.588,176173.8363,254004.6057,167222.5686,154583.261,214096.5489,172941.4207,169678.726,146549.317,131442.5569,45961.61824,94551.5583,110857.1317,144874.2207,155729.1528,81541.68335,75647.9086,51974.06242,33378.66447,171404.1955,169602.6382,217784.5106,131460.9899,158093.3783,69918.81795,121811.9273,159515.5772,77732.49861,77576.28776,45181.7512,130401.1927,111500.7541,107372.6317,42061.67218,42186.58648,92326.61928,104746.3617,124785.7317,94921.16371,129191.8067,129574.7072,119061.5482,114231.726,118593.434,129286.637,126421.1178,125536.07
TG 58:5; [M+NH4]+@10.81,39392.6355,24477.10824,30333.57976,50939.69431,54281.59217,14313.32009,39538.27819,39609.03858,36624.4372,32050.7359,45770.2545,35356.34166,43818.21939,35384.57984,37363.22558,29881.21795,74756.57851,88496.05567,53529.15509,90373.67517,81765.3253,112320.6041,84049.41252,92393.61141,64900.84474,41294.73251,33638.03024,72068.51537,83124.77054,79508.57989,70580.38254,64652.13272,27680.87711,28691.54828,30678.97308,31284.23708,37604.44032,14609.93588,38152.30634,35985.43267,42128.97257,26944.59565,12086.8626,26072.84217,26918.90631,61072.35597,21626.86212,23290.98193,57142.16923,47179.30503,36960.05334,40562.95543,47199.55284,44877.92885,52915.23064
TG 58:6; [M+NH4]+@10.68,8980.927945,11071.25216,8026.770953,10188.34072,N/A,9641.170014,25076.47289,10063.54117,11339.53255,11785.95672,10413.51139,8969.166082,9289.107475,N/A,9792.583074,11154.41944,42844.88885,72719.71577,44296.57228,59126.50486,62554.06115,130178.8779,61939.36813,71477.98098,49739.25754,38311.56917,28843.09616,62506.71716,75102.83837,50290.5919,36291.65136,37743.38846,12603.23048,11042.16217,8196.013198,12653.48615,11959.37875,13340.38894,11055.90716,7687.289058,15995.96552,N/A,9447.215718,13789.4852,8078.322199,9286.330105,6510.180128,14167.72095,28438.07583,36302.20422,20795.1593,20785.45512,29509.31555,35683.83794,28302.05514
TG 58:7; [M+NH4]+@10.54,5513.665792,5189.379103,10565.97911,9959.805586,9537.312183,38849.56665,7510.443617,6953.757486,8218.377013,10491.11928,12928.63938,11927.93164,8153.669298,18241.76552,11196.42157,6731.468581,74282.84228,109710.0953,75992.17731,86169.17495,82285.31908,92972.76499,59119.06955,85710.20259,81806.77501,46903.97251,27470.69166,66977.06936,53935.22362,34344.09713,69490.79763,43269.22445,13962.48049,6644.478895,8018.781555,13789.51302,22105.03096,6191.157628,7187.471147,21291.21444,11767.08475,18364.03201,12873.441,18140.13514,10086.57542,17483.67609,18501.78617,27603.18432,34401.08711,46567.80381,35396.14622,27957.45987,35622.81637,27875.2403,35180.11606
TG 58:8; [M+NH4]+@10.41,9937.025861,7597.804824,4694.182647,6888.946878,22359.38732,19263.98936,31550.82638,29977.00897,11593.74768,12631.83784,22829.66394,11710.00157,44369.00327,22789.77176,24733.94596,11233.76777,97983.56066,139385.9915,110475.516,120547.0369,176805.6267,193834.9293,109708.0983,116522.3701,142623.8014,69838.00305,25185.58291,116821.3248,141342.2235,98841.85773,65602.90086,112276.0686,34509.10653,17062.77571,15432.71955,19452.30468,41367.97137,33799.61153,N/A,59335.52957,30269.68886,13210.80543,16146.72034,38106.28688,21444.11405,8521.005133,28059.42916,75109.16115,46890.01951,44532.94392,32781.92775,37392.87413,38493.57616,38111.91606,59979.45356
TG 58:9; [M+NH4]+@10.19,9106.935193,2370.216176,17221.77436,10328.0282,19660.54668,14580.99681,22971.57779,15196.84688,8835.497939,20007.97933,18477.44865,12418.53656,25327.45151,30799.35933,26035.89355,23176.12822,59179.1159,67288.85685,60952.90464,80620.48061,140314.9343,232622.399,157516.5835,150010.7764,48000.92629,39329.65892,17772.06897,59831.54806,135878.2154,140684.5495,86722.48507,134609.7555,14569.97727,9062.563596,6620.685117,24492.20812,20804.56188,21056.98185,21905.80229,52152.08003,17503.34132,14578.79118,21606.20204,10919.75148,15441.93865,13991.20262,20207.65287,41266.844,45400.89671,41671.59747,45127.44278,39986.01531,34941.92006,45744.32267,34944.53848
TG 59:2; [M+NH4]+@11.52,52378.80233,26940.28729,16754.85597,64341.73802,58468.09818,8917.561054,37494.35787,37044.76271,43176.91958,32930.60575,55649.86845,30779.68475,35022.5831,120905.1554,45939.92642,67524.38566,17740.80845,20213.37401,8813.261204,17856.44832,17423.1139,27907.89508,33891.93826,21636.60956,14302.1606,11516.23124,7717.848216,21923.23452,28256.76743,35043.17875,34111.46571,14383.24165,16420.96439,19109.32897,62924.53412,15345.09665,19685.58538,20955.88041,31194.83381,33113.97407,21303.76921,12265.4364,3831.393602,9954.772122,21251.07425,28803.12208,16839.72433,20701.57752,27259.18299,16519.9255,24886.10807,16288.79481,23957.48599,19318.49239,24455.28908
TG 59:3; [M+NH4]+@11.32,96538.96285,32681.12949,30953.31358,73744.67935,79405.18384,13536.11165,35560.49576,43534.59504,32299.17765,81494.20882,76888.40314,45302.74629,68176.14377,96952.72522,52690.04377,81147.12368,21921.6921,18503.91114,21737.53859,32441.29894,25425.24644,23175.04279,41395.25322,N/A,29596.98346,10921.89353,3385.016559,27832.41218,28142.02753,47864.70269,47406.65743,29335.36664,26500.3007,20816.24068,33171.41623,26571.45897,8978.100332,6548.558061,44298.65312,26826.06015,26475.4164,25204.52029,25237.14237,37966.85752,8230.191135,19689.10201,26887.64098,24464.40466,29616.77695,38720.34695,28908.88962,26652.25039,50263.52666,25081.30985,31670.1454
TG 59:4; [M+NH4]+@11.10,41870.99474,13940.91725,21330.37689,26704.64739,35937.06161,555.0453164,14682.78689,18453.81785,20324.37275,22573.80929,32323.69269,18435.06592,21963.7231,20012.51255,43164.31389,16652.44747,10837.96103,9381.645934,N/A,7169.952642,7821.835145,27413.87559,15290.60407,16804.43415,4459.029182,7614.943216,12208.0796,16819.39092,9918.459112,14465.97903,12255.19234,19666.95477,5917.766765,7649.393676,14696.28937,7079.923549,6132.274249,N/A,N/A,4766.02659,12906.4316,10473.56948,434.3024717,17596.27732,11845.45579,16531.12509,3253.391475,8210.136065,10288.8229,11807.67983,10600.23038,19101.04349,21878.16055,8740.803534,12594.42013
TG 60:0; [M+NH4]+@12.22,4778.573052,1554.223091,3192.653326,4246.862352,5863.722017,1002.923482,1444.631166,2337.36386,2003.969259,2527.012621,6482.608727,6116.077013,4985.590697,5223.402969,3539.930541,2887.149417,1753.6733,4211.202677,458.5493004,2825.455396,801.5647952,1537.619119,1865.347047,223.5196985,1426.067738,1511.09162,2366.112714,1528.007926,1351.396241,903.4064889,4116.802518,2202.355143,1398.877637,1188.363852,2550.707361,1147.617581,3968.237709,908.4954114,1831.334855,2463.864245,766.0516353,3196.597843,1251.592836,2527.38026,2212.325654,2657.54636,1074.479744,1410.551146,6743.929387,2247.563521,1358.055828,929.8542395,1215.840855,924.5558023,556.3476317
TG 60:1; [M+NH4]+@11.94,22198.31594,8663.862762,13727.69241,37191.44951,26326.09996,3368.383608,11148.20506,13467.94318,13216.4965,24000.23859,19985.84228,15690.59996,16235.6558,28186.53924,26407.12775,18269.99971,12626.80046,7418.938865,4263.867709,10362.51813,7151.098317,9864.291062,10100.00876,4912.59865,7903.062188,3382.240701,9573.116771,3866.827358,7275.315293,7482.90408,9270.899837,7157.531369,4749.216992,8828.154229,10106.75421,4123.392214,6459.403664,2666.218681,5900.311839,4536.64246,4550.3937,1873.930878,2152.853355,5117.368939,2654.025131,5430.376877,282.4014905,N/A,5732.148618,5351.660181,4653.657179,107.1519141,5958.303822,6675.63551,16616.62883
TG 60:11; [M+NH4]+@10.10,1402.757512,2996.633454,4523.960411,4754.770612,3221.196825,N/A,1938.120742,1824.629859,2026.370232,1952.73943,1641.167577,1932.930171,2000.888351,352.0740673,3537.519152,1674.442607,6353.168531,11664.11155,6254.853132,11757.38043,10765.66484,12584.42753,12458.85092,5143.229069,6451.697218,2474.577718,1563.752887,10440.02848,8426.411504,5547.302599,5878.383494,7345.432303,1745.17928,1302.101264,1116.528584,5620.753485,1123.639469,1592.686469,3286.350362,1565.296754,2272.28686,2514.80181,909.6666022,3836.339229,1520.184191,1415.263675,1271.53921,671.9159498,3177.67626,6655.443051,901.8312755,6238.576689,4316.869581,2435.661293,3048.022869
TG 60:2; [M+NH4]+@11.65,119786.5046,32255.68458,45084.80644,143811.5819,195857.4354,11878.15997,56290.2417,112333.0795,53427.97949,70469.72512,131406.6911,80953.95119,87184.71615,152367.4514,154439.0308,200220.658,35477.64887,42362.12118,9505.37658,18479.06959,16887.39153,49641.43253,62606.63055,10739.90613,16994.08839,12990.78393,N/A,25845.35808,31428.36248,46579.43661,30584.69295,33076.03199,17256.72057,26530.25481,64628.35066,18194.85262,16845.15689,7915.399888,63679.04582,20722.90897,24341.44565,5074.237755,11703.39072,10733.73982,12680.95023,35103.25343,19291.57139,28828.62395,29833.47244,42397.9672,28848.89924,37832.899,30501.7186,29287.3271,26153.90255
TG 60:3; [M+NH4]+@11.40,293778.2278,79446.7697,88227.8254,333468.4494,345019.9258,N/A,139018.5691,194889.4696,96366.21821,177239.7261,288267.7317,171684.8318,136737.9452,278310.7957,242208.7137,394969.4379,65465.66619,61528.06922,11459.80667,30871.62636,32966.1191,138577.7384,100281.0751,1143.150145,39835.24733,21418.00008,16402.2904,75699.95506,79996.25936,133637.4754,73327.40645,117065.7714,26844.18418,57821.56842,131798.8247,38889.12807,33975.56019,15940.65789,129555.5293,45415.43925,127475.8548,13658.95771,8733.897544,27109.69878,47512.24179,68722.46549,38192.51509,101483.99,69043.75415,59502.7131,71472.21141,65216.79528,69012.4468,64443.74011,65969.6573
TG 60:4; [M+NH4]+@11.18,168832.6844,142698.5755,77595.66862,244829.4196,164381.7445,89964.62163,99255.57143,154707.3563,83257.31637,117357.3824,192544.3336,131034.898,89634.17796,206402.6284,153086.2901,188606.3005,58222.61034,57642.5837,60528.43064,66186.53997,69538.73882,156898.4308,252568.9808,89442.36011,78246.07497,51668.73254,56445.17109,150187.866,101507.02,131555.8294,71017.09843,182580.3346,67199.689,76276.07657,91991.47157,69641.56629,65233.34268,71593.6735,149949.8132,62651.60755,70619.58555,73344.92683,65839.70601,80602.22567,71840.72045,77595.26336,57015.61626,70363.03072,71289.51464,72653.84456,66773.77415,68187.2604,64764.86867,64040.58716,79776.3873
TG 60:5; [M+NH4]+@11.04,54509.79009,15407.51313,18771.19204,46759.81782,42491.36384,3422.310583,27548.42374,42428.26491,23600.45161,31028.23529,27587.19418,23450.38532,23789.9099,50823.68662,38692.66338,30966.49511,24363.4511,3409.53219,4641.983255,9131.048587,N/A,119311.8672,73565.4052,30221.95515,19225.42193,3005.492045,7692.127244,23633.15416,34746.62559,37257.39609,32956.57196,100967.4451,11954.81256,30309.69066,24052.25765,N/A,10502.99328,N/A,20155.85767,34965.12466,16325.50645,4063.742484,5080.115892,16210.14699,18014.30992,24692.27558,13458.46545,30393.81115,N/A,41218.45726,19979.49703,15719.37089,16406.84352,26437.98459,20854.63883
TG 60:6; [M+NH4]+@10.83,9673.451413,5326.94978,1060.541523,6525.700859,5084.24007,2515.281471,3681.449998,2508.324353,3513.417617,13691.69199,5635.842433,8865.908931,7809.248396,4632.444882,4082.052529,2489.987856,19983.75869,19129.34963,8925.998434,14576.60548,12462.72761,40653.07944,36742.48818,N/A,11622.64934,6573.711022,6713.93505,15926.59252,14121.23124,11421.74964,15367.37625,18474.1965,3883.499286,4497.003506,10174.97368,7932.349286,1831.580667,3091.067998,4702.477455,5358.02236,6054.559776,1628.388208,1076.035464,13958.90975,6017.188921,7134.867947,1957.3223,N/A,8720.838176,2903.623212,10040.87427,7015.999124,10013.47034,6642.470789,7784.913446
TG 61:2; [M+NH4]+@11.84,18502.34897,3832.235099,5259.927453,18232.37739,31042.21976,1224.060128,10087.72694,15291.44669,4359.90881,8398.727486,14181.59051,9457.70149,8573.131632,14955.53974,12796.16095,21223.23391,8154.47596,3178.114076,2093.850769,N/A,6061.054583,6371.141739,8207.914478,633.5855619,3571.710085,1842.116929,1877.896392,4899.764067,3655.224241,5179.561222,2858.98302,3779.224038,1459.644529,10775.43318,9543.281979,3369.538925,1268.181189,1430.348842,3536.350956,3061.426684,3642.581838,550.1817869,1369.713923,1594.010264,9.304488233,4880.903938,2592.781007,3914.982944,3028.037676,2950.886018,3845.086359,4144.664102,9502.421028,4331.695436,6488.694988
TG 61:3; [M+NH4]+@11.53,24229.75806,13608.18935,13207.21988,28290.33212,23567.95391,300.9632492,10086.48506,16625.83989,8924.282465,18752.76409,31617.20063,15275.632,17650.83108,24852.38092,22027.8672,42363.97402,11983.92293,9841.324225,2038.475051,8697.908349,1192.972182,5784.516228,3467.352965,1423.560781,8639.486125,8510.854172,1021.763443,4664.32491,5558.406795,15764.88249,4744.435778,5719.008491,7787.861592,2614.763757,11116.29936,3133.695443,2797.2965,8696.078526,10256.00702,2193.188231,3797.801529,7130.132223,5049.871276,1360.165903,2399.710474,4891.082026,165.6942464,9094.031459,5941.039775,10477.2693,13510.889,N/A,18756.78819,13822.14267,5135.485248
TG 61:4; [M+NH4]+@11.32,28039.01133,3479.975438,N/A,10423.20219,12297.47086,825.7314195,7947.569688,14181.19597,2367.049581,7924.48797,7486.934856,7914.525184,14832.26021,20322.55216,19059.81802,15453.24646,6418.148337,3956.144919,N/A,2707.31923,1947.100544,4756.06959,13399.79814,104.473909,1030.657298,1747.004501,N/A,N/A,2439.695698,4744.724318,4612.511069,5244.314405,2023.074408,2437.863373,N/A,1239.080623,298.8059165,291.6673426,7468.906136,N/A,1752.479065,383.0081422,3655.6012,N/A,2905.527643,7095.98093,N/A,1434.210679,7851.673003,2051.132709,5244.952896,8017.012573,2281.480626,3220.567803,2777.359818
