Sample,Ctrl_BKS_2202,Ctrl_BKS_2203,Ctrl_BKS_2206,Ctrl_BKS_2211,HF_BKS_2214,HF_BKS_2216,HF_BKS_2217,HF_BKS_2218,Ctrl_BKS_db+_2225,Ctrl_BKS_db+_2226,Ctrl_BKS_db+_2227,Ctrl_BKS_db+_2231,HF_BKS_db+_2239,HF_BKS_db+_2241,HF_BKS_db+_2242,HF_BKS_db+_2243,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266,Ctrl_BL6_db+_2273,Ctrl_BL6_db+_2274,Ctrl_BL6_db+_2275,Ctrl_BL6_db+_2279,HF_BL6_db+_2286,HF_BL6_db+_2287,HF_BL6_db+_2288,HF_BL6_db+_2289,Ctrl_BTBR_2292,Ctrl_BTBR_2293,Ctrl_BTBR_2297,Ctrl_BTBR_2298,HF_BTBR_2306,HF_BTBR_2307,HF_BTBR_2308,HF_BTBR_2309,Ctrl_BTBR_ob+_2316,Ctrl_BTBR_ob+_2317,Ctrl_BTBR_ob+_2318,Ctrl_BTBR_ob+_2320,HF_BTBR_ob+_2329,HF_BTBR_ob+_2331,HF_BTBR_ob+_2333,HF_BTBR_ob+_2334,Tissue_Test Pool_Positive_01,Tissue_Test Pool_Positive_02,Tissue_Test Pool_Positive_03,Tissue_Test Pool_Positive_04,Tissue_Test Pool_Positive_05,Tissue_Test Pool_Positive_06,Tissue_Test Pool_Positive_07
Label,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,HF_BKS,HF_BKS,HF_BKS,HF_BKS,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,HF_BL6,HF_BL6,HF_BL6,HF_BL6,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,QC,QC,QC,QC,QC,QC,QC
DG 33:2; [M+NH4]+@7.35,5048.69393,4997.117103,3337.967728,6330.577666,3770.255377,609.8954685,3698.073656,1571.497698,6144.894711,6957.120507,9927.662372,5829.136391,4427.442322,4090.318897,2991.083107,5768.255845,10329.44019,4686.547335,1935.94196,776.2385991,3533.944996,4343.685568,4584.86858,1369.007397,1643.025785,3304.907479,458.8543787,5076.467481,8261.184115,7332.683273,724.9406747,7293.672165,6602.145595,6607.539332,4369.84042,3959.841646,2047.229502,2570.085114,8253.536467,5254.007719,5836.232044,2004.15486,1564.788516,5376.090188,5762.691819,9015.19936,7647.713045,9693.396172,4844.803472,4302.184257,4492.534002,4859.17007,1329.592384,3356.812249,3233.912408
DG 33:3; [M+NH4]+@3.62,185.5375161,N/A,70.54121353,188.0740256,31.23613391,114.6411454,2.75617271,143.9517702,N/A,582.3651179,167.5945191,N/A,245.5554759,82.12967822,220.3155099,110.0413683,428.6850734,226.8428709,139.3987059,558.8458546,N/A,163.2586688,51.95532984,17.06506069,18.13622201,123.8126,191.043036,221.788531,252.923911,N/A,493.2472323,355.8790902,281.8260751,42.73597649,N/A,318.8050045,178.2028462,8.746680998,N/A,59.87768898,93.83207525,102.9311896,N/A,61.19029113,167.8417854,275.7291039,54.72517782,407.9526278,142.5608061,291.8117441,10.44240266,275.9831278,N/A,N/A,29.56232076
DG 34:0; [M+NH4]+@8.50,1609201.574,1063830.133,978730.2592,2778454.498,1457900.227,2291063.392,3177467.444,1009569.345,1292826.653,2791388.816,2186348.563,1357631.801,1477557.745,1229977.797,838256.2603,2003746.349,1008800.895,1572896.297,1342338.036,846271.4409,3197639.592,2195160.692,2186018.404,1339256.818,3533130.635,3888050.588,1967212.063,2744735.366,3481387.741,2117898.284,2062807.287,1703107.433,4179594.786,2489133.546,1833078.303,2362841.726,1498361.22,1523262.897,2809018.426,2246111.792,1944942.257,3951530.783,3380901.893,3506368.491,2648070.677,2295309.014,3779618.592,2944965.062,2660916.385,4048619.955,3727114.84,3906188.404,4155675.425,4153331.383,3397712.785
DG 34:2; [M+NH4]+@7.62,679272.6234,347428.6073,335223.0425,773331.412,504762.8696,143199.8203,313276.3973,526960.084,495922.45,946021.2289,905969.2791,498623.5912,506922.4104,811392.1689,662202.3704,1072054.5,764865.4292,419506.6753,166775.0081,307471.1225,322288.4003,665984.2588,1210637.673,228106.7299,219532.0464,212386.5104,224969.2203,737160.7452,457044.1056,745158.2452,447679.7551,737723.2515,541926.5655,736107.573,1304000.554,514903.8381,379507.8799,182584.3415,1057556.051,527937.3773,913239.6262,338725.175,244060.6295,715693.7098,582108.4446,708075.3209,535254.8285,1056952.238,526901.695,513392.6982,517570.4565,567579.7299,548894.093,528935.8244,498773.7178
DG 34:3; [M+NH4]+@7.21,168723.6767,105613.0908,74657.79273,189419.2516,98879.01443,10276.95155,58502.81585,92007.57807,133918.6093,241123.4504,277902.8907,133981.2732,85990.30226,174628.8048,120064.6804,210431.0356,241106.1806,115550.8531,43600.12614,87238.81694,80240.78407,140522.3711,254255.4087,53684.51009,53173.64394,50150.89751,32960.32963,265685.5597,81117.47833,144374.1564,100636.3339,138830.7178,148035.1866,172809.7418,301202.7903,118218.5965,58038.6011,29904.9815,176279.2241,114507.8409,219773.5954,95982.90561,55772.01121,211271.8967,94966.71807,127475.9975,99213.47538,231428.2056,127621.6778,119434.233,113439.3112,128188.2955,125735.1051,124576.3256,107157.8799
DG 34:4; [M+NH4]+@6.84,4956.805632,5199.469896,1071.31515,4551.90456,6523.713717,N/A,7811.497982,2590.944454,4583.366018,11620.60577,12948.12007,4324.242114,4463.918664,4262.328689,2623.265373,11702.7563,16352.64455,2469.740842,5914.918847,7122.657645,3277.517551,6896.128232,14026.1156,2991.171237,4974.197088,297.9503012,2344.420404,9406.50012,3382.34088,7216.341871,3822.483083,9004.683599,5968.127693,6809.579208,11976.35607,2782.991689,3162.814331,5602.344706,8683.356564,3015.713296,6277.73059,2731.158069,5122.097963,13556.64334,4135.246404,4808.081892,972.6242277,5489.961409,3903.686926,4961.225538,3183.862123,8374.905951,3256.630282,5969.963356,4349.295698
DG 35:0; [M+NH4]+@8.75,81680.62791,49690.54287,38291.92536,87425.3276,69874.25793,65214.26502,117176.8872,54171.23276,37649.16153,68112.52335,56103.17136,44167.54701,62525.3694,66039.78598,51103.18598,63025.17514,43283.2768,47860.04935,49669.82784,23057.40724,109034.7573,91573.30642,74777.72224,35446.72899,98181.69417,128152.5575,57420.32569,69194.7263,105023.5827,78060.78168,69964.19015,50915.59813,105013.7707,80957.22307,87871.38177,101137.3617,78336.08381,62894.99074,104202.753,89990.00208,70236.2301,163721.476,135368.1017,111444.65,73367.4567,93699.10163,127835.3231,108898.0979,112072.0811,121160.5799,126152.0978,121207.6433,129961.0937,97772.53179,84533.35729
DG 35:1; [M+NH4]+@8.27,41305.23692,3743.722643,27142.51439,17857.06649,33955.27606,21676.94524,17561.29172,29894.8438,33993.98588,34073.85271,30521.95147,40204.02188,44786.92734,30616.73643,30813.72197,40910.58912,31259.50624,36294.47408,15510.52822,22826.37512,13889.52675,20366.92489,32944.2409,18008.48614,11311.51004,15011.56231,8745.07225,17046.65769,16781.10532,27159.65158,25657.32951,25828.45858,47369.15412,31699.42664,35774.9862,22783.23324,18145.43622,10466.64411,50453.55943,21221.34488,25624.80622,11223.72894,15946.66158,21537.83651,24130.52823,16266.88922,19500.97734,37831.82376,24578.55435,34505.29247,32357.25782,37806.06738,30681.66786,32550.98528,30117.99983
DG 35:2; [M+NH4]+@7.88,5985.998984,3152.107496,6474.337203,15098.80607,5702.935414,6178.981872,6061.381127,7866.341454,15696.32506,11666.19058,16652.10026,8778.150582,9492.075373,11626.85258,3565.123703,21993.33977,7860.15295,6384.512298,8366.06224,3389.068715,8757.461846,17562.52007,26372.48838,8891.04234,4255.2608,6070.198183,2876.495838,13251.81416,11917.46793,14411.86419,11125.26232,11771.43391,13348.04978,9805.602208,18116.83436,7722.476603,9450.833167,6040.422538,20709.84032,12591.70188,15251.12113,4884.289441,4927.990389,9772.280466,11843.43689,16708.426,15830.42444,15711.91827,10100.05186,12117.06417,8251.268318,14347.9903,10539.80731,17813.66941,9812.705441
DG 36:0; [M+Li]+@8.88,2401.838263,2375.943732,4860.434806,1687.155397,1778.609406,3365.897904,4009.93462,2460.114509,5598.951329,6687.836519,6056.705212,4473.177604,1561.091244,2210.539859,2609.455196,2191.564486,3853.191292,974.974453,4159.58482,5003.057016,3770.510227,2933.857289,5363.87752,3182.708567,2062.194277,3583.917887,4586.334081,4764.927415,7521.073647,2867.885148,3337.108969,4080.767221,5453.379445,8752.589042,5576.875045,N/A,9516.618618,5604.160106,4799.055137,9686.094288,7027.902129,5392.437167,5063.437702,5378.171422,4676.071112,7444.764364,9353.600926,4845.183053,2474.542122,636.6870773,8361.030234,8846.158854,1158.234318,2465.607944,3601.272652
DG 36:0; [M+NH4]+@8.93,12151862.43,8136307.486,9204233.841,13669130.15,10654479.73,15589698.87,15319378.84,11274664.49,6978365.767,12658043.54,12376689.92,7836656.157,9437927.974,10191380.25,9236334.166,11482060.23,6602556.02,10825760.48,6554961.449,6989935.303,14673240.01,14756050.65,12717132.56,5982073.278,18416389.62,19451099.98,12318282.35,14411103.38,16398454.77,11756726.08,12400923.12,9864834.395,17426980.9,16029461.06,13926215.67,15852819.04,14183072.2,10964266.3,14862222.86,17758135.44,13650976.24,21624469.61,17954132.32,17913807.13,12439610.02,16386084.35,15955389.71,15827731.22,20801084.27,18976433.48,17116029.09,18183689.17,17670260.63,14294707.63,12916528.77
DG 36:1; [M+NH4]+@8.53,1431917.452,297488.0024,931466.0356,549945.6576,1079148.737,763129.3582,551488.7338,1002892.232,1690752.916,888399.6514,1001818.058,1238070.421,1538015.944,680609.6785,838209.5301,686977.8382,1013125.703,884312.2626,557410.9763,696429.0798,490760.2825,424197.6205,721956.2978,512279.9757,605921.6605,581400.063,430868.3845,489702.5854,566455.2847,719373.8007,847860.4593,735213.7933,1012634.03,838147.7744,762676.3465,777842.4477,421203.869,328661.2293,905722.5466,513825.0881,563443.6306,471110.5019,592903.6959,489554.3057,596564.1727,463578.0702,529356.9087,758401.7216,682416.235,985705.2643,921374.5682,999263.3345,1052284.798,1169987.357,957563.2319
DG 36:2; [M+NH4]+@8.12,1259709.903,485023.9762,830674.2065,1129491.41,1365770.45,638967.414,891005.9319,1356864.809,1259378.291,1438917.205,1517665.416,1194967.339,1840783.463,1498642.753,1464264.768,2076678.833,1111685.84,878494.8514,480360.3898,628220.1996,719177.5981,1247724.052,2263745.242,605733.6471,569627.9501,416184.3323,404248.5477,949353.3513,1140746.905,1554869.624,1428220.407,1464546.292,933348.7546,1133814.692,1128482.025,732558.4859,653263.4111,398019.2882,1881915.852,892754.706,993169.7525,488123.1466,412510.9798,817118.7311,1088266.935,885768.6181,973698.9166,1941106.765,811879.9325,1124551.838,1126059.334,1142109.785,1177080.085,1159843.086,1054066.986
DG 36:3; [M+NH4]+@7.73,572837.3524,243857.4876,275581.785,647244.3037,572947.8467,98539.03511,459832.313,658332.485,382828.9352,818226.513,863863.3041,456438.077,636024.856,1107099.462,796887.465,1415966.706,573038.9055,321707.4854,145644.6212,236732.5131,482910.896,1083057.904,1814376.218,287744.3118,197912.7495,107855.5214,86345.45113,596244.7459,739969.1202,1138209.421,695257.17,1028245.116,363007.0592,556969.7954,551147.4986,297716.9528,396396.3908,196629.339,1349470.146,544404.5635,638434.0086,254272.143,172619.8901,467919.7485,631510.608,667176.3776,655480.7689,1460641.082,451044.6561,522457.3865,543064.1111,487713.2608,556599.1324,552087.5607,504727.0563
DG 36:4; [M+NH4]+@7.50,280089.5558,60196.5204,173005.6607,203178.7244,201412.1004,115896.1482,81710.72794,211522.0943,300836.0427,142331.9428,174795.9102,291225.6263,367009.1362,138337.3554,294367.5538,224099.0572,257974.0482,205236.2035,102708.0949,201943.0115,91584.97301,245232.8603,403983.0273,70099.35999,115988.0706,69433.65019,90483.15188,208892.3211,134945.4068,255817.7296,159584.9878,152450.4741,260478.6615,263748.4085,308351.5498,257957.0692,136577.9015,143630.6596,226556.9632,178229.8002,184787.5534,80940.26166,140050.0333,158928.3583,138863.6761,110700.0946,142504.2673,224397.0138,159303.7231,174720.2013,156501.2462,153905.3856,199717.2304,206370.2949,150388.32
DG 36:5; [M+NH4]+@7.03,14402.47739,6604.765775,8534.112832,15113.20193,9292.764593,3884.174036,7284.830795,12446.59801,11485.54914,9847.174226,13704.69099,7612.794606,7075.629015,10021.00492,11879.85446,19440.86749,18326.28063,8904.862263,6192.152765,11314.27273,9665.35882,16820.0639,32709.41803,7115.431255,7946.628178,5066.832789,1302.442574,21174.72461,17677.17548,19099.38214,11431.13229,14350.48919,7402.91878,10338.51306,13037.62906,6365.165037,7939.505072,4999.499738,14716.72876,5086.077206,13459.03282,6571.909967,3872.165366,10182.6678,9854.235879,12676.98344,10554.99946,21455.6652,6276.39067,9584.954431,10210.45182,7745.392193,13233.93706,19929.94036,13026.24839
DG 37:0; [M+NH4]+@9.14,13402.13504,17668.58658,18451.61628,34065.28072,19570.39833,20959.3832,34618.02595,11941.16039,17622.70313,13076.28575,14894.54383,11417.68666,7760.638807,13548.96095,9722.574181,25613.93063,10781.07412,12357.66333,11438.31834,8562.244877,30944.22881,15098.62549,14712.94456,13470.75265,36718.10935,42135.22724,24147.67531,38681.92459,28201.75352,15214.3536,20367.11361,11911.73432,34515.33551,25522.58656,19857.18107,37779.53067,29643.5832,24499.52823,27642.27776,26139.17345,21523.97637,61783.15706,59950.57404,40230.57946,21172.24541,37047.35737,29552.89265,26659.65667,30685.22447,34641.75769,29180.72509,32187.20124,31755.95834,18557.81395,20141.39756
DG 37:1; [M+NH4]+@8.77,14537.86488,5848.755091,7649.955525,3314.25076,13377.63429,6499.30611,3816.96884,8345.16255,16913.75171,8365.816367,14607.08556,15208.17042,10263.97636,8089.320428,14344.56017,9503.52144,11318.49337,12168.53356,4824.152087,5069.9666,2096.392839,6098.833636,5287.311104,3545.621529,4013.02268,6169.415358,5441.170672,8768.243071,6893.951472,9077.619471,9917.320042,14503.62819,15539.40112,8186.998599,11191.61607,9273.915552,5095.293427,4415.049738,10389.29886,8649.388656,12274.5597,4287.574662,10947.26206,13881.7171,4892.232142,11381.90592,5759.399811,7162.000756,10835.86556,9326.580643,10221.969,5756.826302,7145.984993,8973.512155,10124.19371
DG 37:2; [M+NH4]+@8.38,11346.90892,3205.260009,6862.752254,6706.74355,10194.86172,3731.653835,3592.165527,12202.19657,14038.89986,15465.04209,28406.04341,10932.26041,16025.12784,6800.176826,10806.31708,11293.47653,12227.58723,5303.741096,6521.029917,6883.471242,3345.645993,4082.751266,11421.90512,6765.058247,5902.452642,3550.420446,3221.051477,8023.574116,7707.316793,9598.725645,6399.178284,10283.62172,11230.7231,11505.31003,9134.519219,3685.816597,4435.838265,3014.569421,13613.45601,11346.47199,9492.163889,1403.611863,2045.920454,4873.086857,5280.701535,3235.970034,5695.240328,10372.34056,4412.647327,12382.98265,13065.9628,11708.02088,8429.679148,11605.19441,6476.490809
DG 37:4; [M+NH4]+@7.89,12458.52574,4967.848413,9505.643126,5656.627063,8882.409695,12111.26118,6522.603281,4985.891255,22504.91913,14066.45083,10285.66988,12297.07981,23373.37101,13184.04166,8519.798035,N/A,23251.0502,15733.00377,6096.527858,17998.2634,3794.291946,5113.97226,13957.56363,5306.808234,3841.118233,4918.750383,5164.334925,8039.098264,10970.27261,8810.211588,17761.17003,11868.95402,14199.9959,25816.97392,20816.4076,15679.6105,12413.11209,7882.086916,9885.956552,11801.28572,12380.35072,6313.079497,11900.88807,12052.47114,12918.31623,8607.431442,8595.517198,14152.73769,10613.55169,18105.86939,18932.29384,18733.70729,9040.509378,18994.14831,12648.28362
DG 38:0; [M+NH4]+@9.28,218216.6558,119917.0571,149395.0096,298951.9318,178839.3068,248241.4091,308524.2228,184115.9822,107888.4842,220455.2421,183921.0458,141680.0264,147060.1453,178267.0548,189212.6455,187848.8895,131747.2287,164286.8121,91661.48771,94985.12274,213043.3866,211039.0689,192218.8224,69837.81133,295653.8798,358606.034,226832.4285,251407.9602,279040.393,181941.1006,179146.4249,156682.7181,296323.728,263302.0274,240285.18,279420.9858,276715.5419,178370.7204,234595.1212,311185.1412,230815.3964,457651.7598,320728.3179,296097.5652,219768.687,280236.8041,308489.3518,245859.3038,358720.8835,322003.5837,310705.811,286862.6933,331330.8106,228354.6008,179745.4237
DG 38:1; [M+NH4]+@8.99,76066.77422,17184.47432,46239.43451,19461.48413,59606.49742,32769.6855,17076.07896,63797.65614,71023.85996,29771.53248,44445.97536,64715.96682,64834.5459,39259.09048,61677.39236,22317.4863,52384.88569,51552.1699,25235.45074,43431.51514,16724.36176,24052.48021,31545.22209,24298.00294,22502.28846,19909.57355,16229.31585,15354.29525,19077.92472,32856.99782,40498.32303,31631.56259,52054.78475,43763.37112,54390.4658,34536.25212,28075.91489,20163.68971,51486.24885,34641.11204,30083.82781,18615.61089,30595.13096,21946.76309,25167.55346,28734.29806,11912.04193,28042.99164,38365.33602,39455.11279,33299.45404,34011.33586,33626.38002,37143.47448,35525.50133
DG 38:2; [M+NH4]+@8.61,151776.7458,24508.95942,75891.96408,62209.64969,109023.0509,54938.96174,52613.93534,94137.59481,104304.9856,85433.12426,107999.3196,79821.86827,124510.0029,60076.09013,79583.5019,83610.87315,65065.48103,48535.04172,42976.85045,52048.33217,25355.59111,29556.26633,72428.88796,38275.19465,38530.78941,27451.2884,27677.72631,44954.83702,56535.14973,61803.5093,87531.22957,61815.44218,79095.80287,68221.06239,70408.63878,42541.43341,32746.08164,32272.70083,69436.30319,42332.07838,42174.79956,15571.11889,31209.95055,39518.64012,34674.06979,25791.93404,43259.58754,70294.68329,51560.32874,75184.12624,69254.341,80166.00249,66253.76259,57778.67638,51517.90378
DG 38:3; [M+NH4]+@8.38,705277.033,107355.9612,571410.1569,182744.9299,442320.5978,273541.8066,151560.29,523363.1981,897036.5833,339434.6895,520298.1481,642436.2765,768442.0543,296982.0412,493391.513,248151.6277,538117.6079,405423.4825,268343.5133,401026.3013,125482.7826,117661.2547,271487.3248,173117.7777,249349.9423,184116.3828,157883.1116,202434.6067,177482.4095,304247.7264,433117.1877,378633.2758,429701.9247,345394.2902,341891.6681,327504.8715,147259.655,131358.9397,372406.0784,256350.5484,196779.5734,82974.83701,175541.6681,160157.1802,187018.5264,154045.4592,158633.2269,310891.4461,257392.45,376552.9868,376393.1162,404495.3169,413133.4413,432763.3682,402297.3586
DG 38:4; [M+NH4]+@8.13,4089239.315,844938.5705,2635922.221,1260587.231,3217716.804,2145726.282,1239939.251,3696201.631,5352087.19,2488825.453,2697610.53,4626977.72,5865304.619,2332157.776,4021994.608,1953587.804,4384360.223,3357058.438,1908228.022,2714123.368,949175.3275,854421.9152,2271839.903,1560808.315,1647459.152,1311180.719,1218868.741,1364813.84,1062984.884,2375311.333,3421426.531,3024309.666,3027510.207,3298140.651,3143846.681,2957942.57,1452472.103,1186370.532,3007656.217,1988212.338,1954677.823,830281.395,1473901.241,1505617.295,1793332.035,1170138.253,1226513.798,2331210.878,2076199.534,2875213.244,2791558.51,2627927.513,2805856.036,2743433.977,2479096.943
DG 38:5; [M+NH4]+@7.72,125170.9047,20654.27815,73558.19792,46518.72029,88280.35334,43884.54328,27056.06733,109775.5819,119269.9077,76038.58485,84464.52851,111278.2496,114631.916,62813.77266,110263.354,56533.09467,116868.5422,94608.79407,38853.37871,75040.79681,33366.20979,44984.49408,101786.3925,32364.45866,43704.98036,29651.42839,31924.38663,75502.68162,31848.97794,76269.99654,71598.72728,82372.11175,59983.16712,88916.69803,87096.49872,82518.36241,49041.47068,30189.00824,76171.44084,41318.1296,41206.27736,33894.42223,39797.5948,45407.26742,34317.54412,28405.88767,32170.48512,60607.2341,61430.75903,64846.31921,67045.09281,72552.9259,60969.02439,75613.11192,66028.69614
DG 38:6; [M+NH4]+@7.49,35390.9931,11294.25137,23932.25521,23169.85811,31243.48479,22537.61922,12887.6869,40122.59752,52207.37758,26347.49092,36450.87818,39083.30185,51849.89832,28767.44578,51317.09428,28874.98634,52129.15592,44509.15698,24421.02648,33039.3982,18360.89656,35943.94605,44429.82095,17047.66176,24867.89657,17836.90063,18116.77221,35860.15247,30308.94819,34043.06092,31280.85368,42743.7648,38064.75245,32879.7193,38689.29567,29322.40894,18251.85956,9297.838521,44351.85485,29308.06619,32747.84641,14489.30754,20268.58037,27441.95498,25658.9735,19512.77779,14923.50758,28494.46178,31232.58249,24960.68166,28066.60436,33134.24558,27498.4288,37593.24675,37998.21223
DG 38:7; [M+NH4]+@7.04,2431.356113,917.5430556,1701.106492,992.9669979,1737.546676,286.5589514,415.4442556,1417.683045,1869.456969,2690.993375,3384.936723,3791.547177,4127.791071,3013.920111,4085.841127,3158.504172,7835.66913,4736.118926,1108.706944,4327.643051,3387.696806,4750.474959,8333.23856,3526.626736,4789.065148,3575.468281,977.07451,9832.260689,1694.948431,4525.154774,3561.427528,1584.625722,4673.419604,1135.672109,3223.446902,3089.357585,1322.50783,795.2127949,2988.114236,866.2204584,1271.942068,549.8249134,998.0496774,4141.251801,1315.691231,1101.401003,1164.29503,3673.238765,2603.321055,3236.499554,3261.044551,3519.21876,3684.310454,3121.114099,2211.714185
DG 39:0; [M+NH4]+@9.52,16075.2185,12405.13482,12308.60795,19710.2809,10852.50582,18964.95388,15848.7609,12487.41387,6702.559626,11676.16062,11063.21728,10402.59513,13696.97753,8674.002575,12222.91022,10422.66268,6566.706653,12908.54988,5293.155476,10899.95765,15629.78527,14840.08933,15917.96685,3818.83899,14881.55764,25504.38755,16195.54268,17045.10966,16779.73542,12627.2012,8558.776646,10968.02515,17681.39396,24004.2101,33699.81854,18367.46609,17728.32878,9328.125101,16457.5953,14774.71153,19326.26434,40081.12746,22170.07822,16229.29258,37977.64561,19676.79859,26285.25725,17230.82923,25492.58535,17909.43742,20375.56689,11912.4296,16458.85087,13738.01542,13379.87986
DG 39:1; [M+NH4]+@9.22,11133.85538,6245.652565,7009.021705,15915.03987,13800.7447,8769.793146,10075.8854,8684.77002,6478.983746,8751.5628,9313.078858,7742.861821,5549.782056,11983.28423,18123.74034,20580.3159,12023.55736,6351.71013,4120.463958,10649.68792,12081.71974,6505.771335,9391.669909,7537.709106,9685.162279,11488.71737,10076.59078,8753.95023,22135.98285,6243.844515,7888.147591,8346.247903,22147.005,9036.805753,15751.11019,12147.77197,4816.07677,14602.27923,13054.39345,9495.310497,10608.39113,19773.91547,14457.27943,14079.59294,8181.381401,16835.35732,15157.87183,14422.26974,11157.26432,14125.37955,7801.119292,9374.210105,15524.92059,7527.357087,5599.769288
DG 39:2; [M+NH4]+@9.34,38855.38601,77084.06962,55628.91805,68956.89065,39508.21336,118017.0139,111458.4534,35891.94459,29588.32965,69952.85352,60265.33286,35465.13217,37857.55948,46445.31775,31384.57153,71803.27478,36555.91598,51961.97165,55323.54031,28140.83545,121116.0087,77708.62885,66491.91486,39954.61378,85179.42493,134666.2729,72181.16062,99108.72793,101986.101,72566.84029,54557.48236,69224.57245,111861.1238,95745.19229,58249.78451,97206.12595,98925.45994,122976.135,67649.8743,120812.1037,68470.64557,190651.565,155396.1687,144240.5456,74930.96074,115087.5569,186322.3068,105926.8485,100535.1487,88490.00756,93973.34745,91955.55677,88719.98122,48228.65219,42479.51642
DG 39:4; [M+NH4]+@8.40,10747.96907,2976.35334,8876.406077,7328.83467,10350.33804,9112.569895,1882.50666,10139.49094,18122.70338,8992.897554,7181.609734,16209.43164,23595.68672,8887.820428,14235.93882,4057.841029,18124.31736,10569.36809,5356.924298,6569.700417,3937.386107,2652.516305,4197.969791,4868.541736,6958.469839,5942.053701,2821.77351,2417.556776,4318.124837,8643.022778,5985.80338,6171.029393,12357.04722,14965.77957,5946.724149,13732.40388,5269.210997,2457.5976,8692.17506,6478.086178,5711.712453,4056.851373,5996.147854,2876.027711,6753.147631,5742.513442,10285.23395,8952.735319,8755.848644,9407.179978,10704.3209,10486.03685,9450.674661,6473.466895,12983.2162
DG 40:0; [M+NH4]+@9.64,111756.8303,66199.22971,114678.3106,142354.556,118114.2662,188052.6815,169504.7976,115780.3346,68262.01511,121465.0503,108603.9644,101050.3572,93899.4491,109183.6354,115203.9564,126918.3778,78936.96907,93583.79947,55301.62692,76740.05149,135458.9047,131765.2689,101811.5718,45889.99422,178745.4948,230019.5729,148377.5681,131688.526,174607.1953,107138.3415,115452.1283,100191.743,147333.4057,144841.7692,96580.26174,135303.8146,150548.081,110697.2757,145391.3539,223938.9138,105139.174,247143.8036,195674.4672,152607.9506,118418.8448,134051.8504,159764.0257,131047.0901,222784.5848,192419.129,191707.1734,184427.286,184560.2539,133224.9797,105227.0101
DG 40:1; [M+NH4]+@9.37,250676.919,31141.32547,141959.52,63642.00583,174444.3177,108072.2852,39020.5282,188958.5408,137199.8356,70770.76711,98191.30959,169254.96,190071.0525,95619.55771,180702.6599,74673.63815,190543.8038,133852.5347,62913.56024,113418.159,29940.14164,47437.03243,68473.69856,57014.88535,60023.8593,50472.43207,63283.97595,57508.93238,79189.75762,89770.87747,121365.9466,106547.0826,97639.90509,133307.1055,127561.3193,100751.3422,93015.50729,52312.49463,111311.4506,105368.0451,82402.39222,42809.28245,73931.47035,38950.36911,68797.10416,59524.82742,43899.77391,87910.21781,88480.11524,119553.8211,95934.49788,82016.8154,103621.9637,101658.9318,85737.21761
DG 40:2; [M+NH4]+@9.03,60058.55042,13315.61149,63420.34476,21714.19097,41569.32235,29270.39409,17273.26425,56405.01434,49137.11456,29907.34595,39805.23696,51947.15093,45073.22941,29267.5679,32586.12876,26111.67466,33247.28624,24573.70538,18859.219,29272.04504,6126.478491,9110.544402,20172.22805,13611.2315,17906.09585,14043.24979,18271.09979,20920.97511,12558.15316,17881.29077,34119.8243,29701.2245,35309.98662,24655.50931,29228.07848,15145.7414,22718.56461,8989.430494,31168.82702,22747.51403,21821.99592,11637.33603,15057.43795,7747.053191,20573.61771,11555.06979,7596.272114,20594.22234,25772.32099,23625.85058,26861.97564,24565.38944,28342.88183,32530.59448,27533.09278
DG 40:3; [M+NH4]+@8.78,18490.59822,3730.002767,23921.97228,6626.396679,16718.81529,9776.161073,6030.376329,24599.35608,35369.11664,10909.62736,15468.46603,19564.1468,15658.88614,16413.85459,22897.99171,4835.98164,15945.50459,13392.94356,10072.28567,9449.532156,5349.597825,3297.176821,14900.58363,9222.746127,6161.648058,7202.375043,4076.690294,8631.090851,7266.121869,16548.75271,9427.840203,10495.50041,12041.74374,13974.26291,12735.64261,6443.297054,8459.900062,7438.319875,9327.708507,10532.60906,8887.059505,4342.706235,7775.82592,4456.429464,8349.396492,5210.514636,7814.137218,12304.84355,7769.699577,14217.60143,13710.86017,11607.79156,11736.36468,19933.72032,6666.51035
