"Lipid","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289"
"CL 66_2",7195.93766480019,4383.59365387204,3361.27529169851,2313.84172956998,11755.0603845064,2773.91224205307,3818.10381542193,2421.56955059548
"CL 78_2",1713.03307509823,1373.23925325051,845.850645225801,3266.55563709806,1890.33504103927,1373.23925325051,3637.67333924293,2773.91224205307
"CL 70_4",1810.10979448577,1713.03307509823,1810.10979448577,2098.03097835884,2098.03097835884,1890.33504103927,845.850645225801,1568.52055271757
"PA 36_1",85954.383529263,58992.9160693775,72964.2746570294,106651.16926057,51571.0048469774,78464.2237823794,96225.2597382464,119770.52509178
"PA 40_5",25062.284156691,23373.314098716,23035.2848964181,54873.3666745243,15345.8988513416,16208.6130793991,26313.9159310132,29420.0550852026
"PA 36_2",19549.0215960337,16515.3439193926,22683.9534825369,47956.0388727718,17045.5239896322,19302.1112464844,18807.806355581,27529.3850202183
"PA 20_2",7639.07739673514,12358.2645876077,4613.18521493084,7058.13048967822,5412.02058138438,6815.41497814529,3059.62383423222,3059.62383423222
"PA 42_7",9754.61316183831,7927.96935576138,4073.49907820477,16751.1926686631,12969.1129568108,6372.29735398687,10853.1213565757,10673.8243261561
"PA 42_4",15931.8586400006,20514.1237999657,14519.0980148526,17045.5239896322,11979.0763139976,15129.4839237294,15129.4839237294,17045.5239896322
"PA 44_1",8625.25146929395,5928.85669735992,9093.87970856546,10673.8243261561,8110.13279501548,7499.1073540432,8441.74201884678,6242.55160387247
"PA 38_4",26313.9159310132,20223.4292349347,28015.7074069478,49426.6205339038,19549.0215960337,17045.5239896322,14793.2707969094,33659.0022725129
"PA 40_6",14519.0980148526,8441.74201884678,12592.5251171284,21446.4485969016,10853.1213565757,13363.4445679901,15601.5695296592,15129.4839237294
"PA 38_3",21811.9030810522,13363.4445679901,20746.6150297789,35667.5435096764,19862.4935558531,22384.0875118869,24139.7853219615,36354.9159964298
"PA 34_2",1045.87865918198,845.850645225801,1568.52055271757,549.57330418908,549.57330418908,1045.87865918198,549.57330418908,1206.65163036771
"PA 34_0",549.57330418908,2668.09332669709,3637.67333924293,1713.03307509823,1810.10979448577,845.850645225801,1206.65163036771,845.850645225801
"PG 36_1",53149.726979024,44959.177637981,21811.9030810522,40439.0956549891,63655.6787194194,51571.0048469774,58992.9160693775,58992.9160693775
"PG 36_4",3637.67333924293,2773.91224205307,5194.87737512212,3161.69174191271,6815.41497814529,3732.48207701898,6372.29735398687,4781.57060390132
"PG 34_1",41416.8562476669,33659.0022725129,43835.9015892823,34322.6206274081,39108.3406714006,28813.3682882116,33659.0022725129,27122.9843369021
"PG 38_6",11171.9478555076,11028.6904885808,11979.0763139976,6242.55160387247,13569.784100171,8625.25146929395,10673.8243261561,5051.1792247438
"PG 32_0",10448.3722544323,4781.57060390132,7639.07739673514,6071.79522141724,5928.85669735992,10673.8243261561,11979.0763139976,9754.61316183831
"PG 40_7",3059.62383423222,2182.94380393466,1987.2847168514,3637.67333924293,4073.49907820477,1987.2847168514,2555.66042200797,1713.03307509823
"PG 40_8",1890.33504103927,1045.87865918198,1045.87865918198,4184.69175041108,3266.55563709806,2313.84172956998,2182.94380393466,2182.94380393466
"PG 36_3",9220.82713010208,2313.84172956998,4884.69233519555,5803.66164343117,5194.87737512212,5687.96720897325,3266.55563709806,6486.19124158297
"PG 38_3",4264.78974533633,3818.10381542193,4184.69175041108,2421.56955059548,3361.27529169851,3818.10381542193,2965.18177246721,2313.84172956998
"PG 36_2",24616.4322783122,14071.8007986438,18547.9058154345,15601.5695296592,25925.7423747668,24139.7853219615,28813.3682882116,17699.2993023895
"PI 38_3",145016.709992722,196405.97373739,162570.298686561,72964.2746570294,130880.863713196,124855.216015847,92740.7642906418,92740.7642906418
"PI 34_2",26664.9913337597,28482.514167071,23789.3965571145,17302.2458155468,29420.0550852026,33089.2200165463,21086.8526912281,17507.9758197095
"PI 40_6",25925.7423747668,31473.6033999022,18807.806355581,15931.8586400006,39753.2669034259,28482.514167071,15931.8586400006,15345.8988513416
"PI 38_5",40439.0956549891,28015.7074069478,31966.9144735463,23035.2848964181,28813.3682882116,43835.9015892823,30879.424633017,21446.4485969016
"PI 36_1",38292.5297965228,42950.0723808611,47956.0388727718,29420.0550852026,30879.424633017,39753.2669034259,27122.9843369021,38292.5297965228
"PI 32_1",9563.77982648063,5561.4229882619,11561.5719533692,6486.19124158297,9093.87970856546,15345.8988513416,11381.1307880834,7058.13048967822
"PI 36_3",17942.6912581263,25062.284156691,16208.6130793991,10241.2889150012,20514.1237999657,23373.314098716,17942.6912581263,10448.3722544323
"PI 40_4",16208.6130793991,21811.9030810522,20223.4292349347,12177.1928472267,22384.0875118869,23789.3965571145,17045.5239896322,18547.9058154345
"PI 40_5",15601.5695296592,19862.4935558531,19549.0215960337,11028.6904885808,16515.3439193926,7639.07739673514,7195.93766480019,9970.05125702558
"PI 40_7",3361.27529169851,2862.23759150775,2862.23759150775,1568.52055271757,3161.69174191271,4073.49907820477,3361.27529169851,3161.69174191271
"PS 36_3",35088.6516005608,35667.5435096764,40439.0956549891,30453.768698317,57594.0541633889,56431.8450899166,43835.9015892823,42088.4290996434
"PS 38_3",74142.774581998,87533.427873443,64671.8126144188,69669.3199747022,55652.6058822205,69669.3199747022,74142.774581998,76892.749144673
"PS 40_5",58293.4851163832,74142.774581998,57012.9496266528,60432.4767451606,71847.2357963691,62763.8580701816,55652.6058822205,54011.5468267742
"PS 34_2",13876.793595145,20746.6150297789,19030.0475696646,11561.5719533692,12592.5251171284,13876.793595145,11171.9478555076,11028.6904885808
"PS 42_2",101576.582626584,225970.778379391,175656.246297706,101576.582626584,101576.582626584,81822.7963070277,50958.8981491404,81822.7963070277
"PS 44_3",17405.1108176281,18380.9525209609,21266.6506440649,20368.7765174502,28249.1107870094,15766.7140848299,13074.7315818215,19425.566421259
"PS 42_8",19302.1112464844,22384.0875118869,18213.9992264873,12592.5251171284,23373.314098716,30879.424633017,13876.793595145,11171.9478555076
"PS 40_4",67148.1947615569,57012.9496266528,49886.7059926036,43392.9869850717,47479.9091099433,54011.5468267742,47479.9091099433,48691.3297033378
"PS 44_2",11471.3513707263,17173.8849025895,16633.2682940279,8882.13426204381,17603.6375610495,14161.4501453861,10022.7553128501,11471.3513707263
"PS 38_6",8814.47368964092,12177.1928472267,8310.42259335373,7195.93766480019,9970.05125702558,7818.54857559949,5803.66164343117,7818.54857559949
"PS 44_12",9093.87970856546,7058.13048967822,6486.19124158297,12969.1129568108,8949.7948344467,11028.6904885808,9563.77982648063,7340.04752523535
"PS 42_4",50958.8981491404,49886.7059926036,69669.3199747022,52360.3659130007,49886.7059926036,58293.4851163832,64671.8126144188,67148.1947615569
"PS 38_2",46513.6234736148,40096.1812792075,39430.8037874133,27772.5462135831,36011.2297530531,34705.6361139845,40096.1812792075,31176.5140164596
"PS 40_7",21086.8526912281,24139.7853219615,15345.8988513416,23373.314098716,25062.284156691,26664.9913337597,19862.4935558531,14519.0980148526
"PS 36_4",5561.4229882619,4884.69233519555,4700.81622837753,4264.78974533633,10241.2889150012,10448.3722544323,6648.90620544533,7499.1073540432
"PS 38_5",11755.0603845064,13180.3502068322,549.57330418908,10075.4593686747,15601.5695296592,10075.4593686747,5928.85669735992,7927.96935576138
"PS 42_1",1568.52055271757,6648.90620544533,15129.4839237294,11979.0763139976,8310.42259335373,4508.39218302632,2098.03097835884,12358.2645876077
"PS 44_11",7340.04752523535,6372.29735398687,5803.66164343117,5051.1792247438,6648.90620544533,12358.2645876077,7639.07739673514,4383.59365387204
"PS 34_1",47956.0388727718,42088.4290996434,33089.2200165463,50346.7914513033,44959.177637981,19862.4935558531,26664.9913337597,19862.4935558531
"PS 36_1",22158.3532952268,7195.93766480019,24616.4322783122,25062.284156691,22158.3532952268,5928.85669735992,7818.54857559949,22683.9534825369
