"Lipid","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218"
"CL 66_2",3637.67333924293,1987.2847168514,8441.74201884678,2555.66042200797,1810.10979448577,6071.79522141724,1810.10979448577,4264.78974533633
"CL 78_2",1373.23925325051,2668.09332669709,1713.03307509823,1890.33504103927,549.57330418908,1713.03307509823,2773.91224205307,4613.18521493084
"CL 70_4",1206.65163036771,549.57330418908,2668.09332669709,1987.2847168514,1373.23925325051,2313.84172956998,1045.87865918198,1568.52055271757
"PA 36_1",124855.216015847,215478.758671877,119770.52509178,82608.8010967724,72964.2746570294,137437.325029733,145016.709992722,137437.325029733
"PA 40_5",24616.4322783122,44959.177637981,19862.4935558531,16751.1926686631,18547.9058154345,22384.0875118869,41416.8562476669,30453.768698317
"PA 36_2",35088.6516005608,57594.0541633889,32541.3497288567,30453.768698317,22158.3532952268,39753.2669034259,38292.5297965228,39108.3406714006
"PA 20_2",3059.62383423222,4613.18521493084,3458.07748400679,5194.87737512212,3059.62383423222,3956.27180614966,9970.05125702558,4073.49907820477
"PA 42_7",17045.5239896322,17302.2458155468,11561.5719533692,8814.47368964092,8814.47368964092,12592.5251171284,11755.0603845064,11381.1307880834
"PA 42_4",8814.47368964092,14071.8007986438,11171.9478555076,15345.8988513416,7195.93766480019,21086.8526912281,20746.6150297789,13180.3502068322
"PA 44_1",5194.87737512212,7818.54857559949,4073.49907820477,3732.48207701898,5292.76506939898,12358.2645876077,9395.66994899383,7927.96935576138
"PA 38_4",47003.7793471147,58992.9160693775,23035.2848964181,30879.424633017,24616.4322783122,37031.6151083174,47003.7793471147,41416.8562476669
"PA 40_6",35667.5435096764,23373.314098716,12358.2645876077,11561.5719533692,19302.1112464844,15129.4839237294,19549.0215960337,19549.0215960337
"PA 38_3",25502.8161411351,53149.726979024,25925.7423747668,37031.6151083174,28015.7074069478,37628.3782584958,49426.6205339038,30879.424633017
"PA 34_2",3818.10381542193,4383.59365387204,1568.52055271757,845.850645225801,1568.52055271757,549.57330418908,549.57330418908,2313.84172956998
"PA 34_0",549.57330418908,2862.23759150775,549.57330418908,1045.87865918198,1206.65163036771,1373.23925325051,4781.57060390132,549.57330418908
"PG 36_1",34322.6206274081,33089.2200165463,17699.2993023895,49426.6205339038,54873.3666745243,31473.6033999022,75321.2745069666,61872.0374209438
"PG 36_4",9563.77982648063,10673.8243261561,6071.79522141724,8949.7948344467,9220.82713010208,3059.62383423222,1713.03307509823,2965.18177246721
"PG 34_1",29420.0550852026,40439.0956549891,31473.6033999022,27529.3850202183,21811.9030810522,25062.284156691,30879.424633017,29420.0550852026
"PG 38_6",33089.2200165463,14793.2707969094,35667.5435096764,11979.0763139976,19862.4935558531,14793.2707969094,4613.18521493084,20514.1237999657
"PG 32_0",4508.39218302632,3563.60496531518,5051.1792247438,6071.79522141724,5803.66164343117,11755.0603845064,5194.87737512212,10448.3722544323
"PG 40_7",5561.4229882619,3637.67333924293,2182.94380393466,3161.69174191271,6071.79522141724,1045.87865918198,2182.94380393466,3059.62383423222
"PG 40_8",1890.33504103927,845.850645225801,2421.56955059548,1713.03307509823,3161.69174191271,1568.52055271757,1206.65163036771,3361.27529169851
"PG 36_3",11171.9478555076,11755.0603845064,8110.13279501548,4884.69233519555,11381.1307880834,6242.55160387247,6071.79522141724,7639.07739673514
"PG 38_3",2862.23759150775,6486.19124158297,3161.69174191271,2668.09332669709,4508.39218302632,4184.69175041108,2555.66042200797,5292.76506939898
"PG 36_2",18213.9992264873,26664.9913337597,12177.1928472267,21446.4485969016,18213.9992264873,12751.153725333,23035.2848964181,25925.7423747668
"PI 38_3",406300.612758585,236462.798086906,110471.618496811,215478.758671877,275364.201280237,110471.618496811,57594.0541633889,103388.286888888
"PI 34_2",47956.0388727718,30879.424633017,21811.9030810522,35088.6516005608,50346.7914513033,23789.3965571145,23789.3965571145,21086.8526912281
"PI 40_6",28813.3682882116,25062.284156691,9563.77982648063,25925.7423747668,27122.9843369021,15345.8988513416,14793.2707969094,9970.05125702558
"PI 38_5",54873.3666745243,35667.5435096764,26313.9159310132,42950.0723808611,47956.0388727718,25502.8161411351,18807.806355581,24616.4322783122
"PI 36_1",103388.286888888,68608.4430136956,31966.9144735463,85954.383529263,99764.8783642799,42950.0723808611,20223.4292349347,21446.4485969016
"PI 32_1",39753.2669034259,19549.0215960337,21086.8526912281,17045.5239896322,44959.177637981,11561.5719533692,11028.6904885808,15129.4839237294
"PI 36_3",31473.6033999022,24139.7853219615,10075.4593686747,23789.3965571145,42950.0723808611,19302.1112464844,13180.3502068322,14793.2707969094
"PI 40_4",31966.9144735463,15931.8586400006,11381.1307880834,22158.3532952268,27529.3850202183,12969.1129568108,11561.5719533692,12751.153725333
"PI 40_5",16751.1926686631,14519.0980148526,5687.96720897325,19549.0215960337,17302.2458155468,9563.77982648063,5051.1792247438,6486.19124158297
"PI 40_7",4184.69175041108,2773.91224205307,2555.66042200797,3956.27180614966,3458.07748400679,1206.65163036771,1890.33504103927,3563.60496531518
"PS 36_3",42950.0723808611,32541.3497288567,29964.1546712459,47956.0388727718,56431.8450899166,61872.0374209438,54873.3666745243,31966.9144735463
"PS 38_3",134159.094371464,97995.0690512632,69669.3199747022,122312.870553814,148846.56110657,84281.5923130177,50958.8981491404,76892.749144673
"PS 40_5",94483.0120144441,81822.7963070277,58293.4851163832,101576.582626584,81822.7963070277,64671.8126144188,64671.8126144188,58293.4851163832
"PS 34_2",26313.9159310132,18213.9992264873,17302.2458155468,19862.4935558531,22384.0875118869,13180.3502068322,11979.0763139976,10241.2889150012
"PS 42_2",167146.992259164,148846.56110657,38700.4352339617,301586.267874974,134159.094371464,74142.774581998,108561.39387869,33990.8114499605
"PS 44_3",11867.068349252,12078.1345806121,7873.25896568043,18677.8560855078,13974.2971968944,17603.6375610495,22534.0204972119,12078.1345806121
"PS 42_8",46023.4676001149,23035.2848964181,13363.4445679901,35667.5435096764,47003.7793471147,17045.5239896322,13569.784100171,14251.0994921284
"PS 40_4",58293.4851163832,50958.8981491404,40927.975951328,29116.7116867071,52360.3659130007,48691.3297033378,26489.4536323864,37960.4540275093
"PS 44_2",7127.0340772392,8882.13426204381,3887.1878107858,10158.374141838,10158.374141838,13466.6143340806,10158.374141838,6000.32595938858
"PS 38_6",6648.90620544533,11381.1307880834,7195.93766480019,9563.77982648063,8310.42259335373,4073.49907820477,7639.07739673514,5412.02058138438
"PS 44_12",12751.153725333,6815.41497814529,5928.85669735992,10853.1213565757,9970.05125702558,4700.81622837753,12969.1129568108,4383.59365387204
"PS 42_4",50958.8981491404,62763.8580701816,54011.5468267742,58293.4851163832,38700.4352339617,44397.5396136316,69669.3199747022,69669.3199747022
"PS 38_2",62763.8580701816,37960.4540275093,49886.7059926036,45491.3226190479,62763.8580701816,35378.0975551186,34705.6361139845,36693.2655523736
"PS 40_7",20514.1237999657,14251.0994921284,15931.8586400006,20223.4292349347,23373.314098716,18213.9992264873,17942.6912581263,13569.784100171
"PS 36_4",10075.4593686747,5051.1792247438,5292.76506939898,8441.74201884678,16208.6130793991,10673.8243261561,4184.69175041108,5687.96720897325
"PS 38_5",5803.66164343117,9220.82713010208,15601.5695296592,21811.9030810522,7499.1073540432,20223.4292349347,17045.5239896322,8949.7948344467
"PS 42_1",15601.5695296592,13363.4445679901,4613.18521493084,6486.19124158297,12969.1129568108,5561.4229882619,12751.153725333,1987.2847168514
"PS 44_11",8441.74201884678,6071.79522141724,7639.07739673514,7818.54857559949,7639.07739673514,5928.85669735992,7927.96935576138,6372.29735398687
"PS 34_1",78464.2237823794,46023.4676001149,18547.9058154345,110471.618496811,58992.9160693775,31966.9144735463,58992.9160693775,18547.9058154345
"PS 36_1",21086.8526912281,21446.4485969016,4781.57060390132,15601.5695296592,18807.806355581,14071.8007986438,25925.7423747668,3458.07748400679
