Lipid	Adduct	RT	Class	CV	Ctrl_BKS_2202	Ctrl_BKS_2203	Ctrl_BKS_2206	Ctrl_BKS_2211	HF_BKS_2214	HF_BKS_2216	HF_BKS_2217	HF_BKS_2218	Ctrl_BKS_db+_2225	Ctrl_BKS_db+_2226	Ctrl_BKS_db+_2227	Ctrl_BKS_db+_2231	HF_BKS_db+_2239	HF_BKS_db+_2241	HF_BKS_db+_2242	HF_BKS_db+_2243	Ctrl_BL6_2249	Ctrl_BL6_2250	Ctrl_BL6_2251	Ctrl_BL6_2252	HF_BL6_2260	HF_BL6_2261	HF_BL6_2262	HF_BL6_2266	Ctrl_BL6_db+_2273	Ctrl_BL6_db+_2274	Ctrl_BL6_db+_2275	Ctrl_BL6_db+_2279	HF_BL6_db+_2286	HF_BL6_db+_2287	HF_BL6_db+_2288	HF_BL6_db+_2289	Ctrl_BTBR_2292	Ctrl_BTBR_2293	Ctrl_BTBR_2297	Ctrl_BTBR_2298	HF_BTBR_2306	HF_BTBR_2307	HF_BTBR_2308	HF_BTBR_2309	Ctrl_BTBR_ob+_2316	Ctrl_BTBR_ob+_2317	Ctrl_BTBR_ob+_2318	Ctrl_BTBR_ob+_2320	HF_BTBR_ob+_2329	HF_BTBR_ob+_2331	HF_BTBR_ob+_2333	HF_BTBR_ob+_2334
lysoPE 16:1	 [M-H]-	1.24	lysoPE	11.30261062	258779.6973	245470.3779	162484.5957	88515.1701	26446.82573	60766.7874	138131.3176	74434.74005	152854.512	239884.8688	170908.5363	154490.8984	6978.79575	77037.94668	70731.16638	49824.74838	221751.8007	174734.2044	207240.8306	152520.8408	42704.89915	48218.15373	11294.33055	33540.56039	189827.7846	193841.8476	100861.7744	132200.7441	57860.97033	71063.96668	47945.7881	38703.14142	126708.8973	8645.467977	138911.2945	120028.7322	16041.72739	37784.29886	43134.8905	127559.3186	21167.99858	108443.8037	85078.14523	59531.35306	45845.71479	29146.83617	53437.02986	61229.27806
lysoPE 17:0	 [M-H]-	2.06	lysoPE	16.17052981	48934.5305	31684.69307	53556.92954	20095.83708	32729.70626	68784.00937	239844.4849	52638.29544	69125.12989	63780.40079	77703.02798	43185.25343	26112.61341	88931.11535	66947.04525	63483.16909	44530.70162	48535.13586	31535.58392	56391.86257	51198.28693	69116.94592	14228.36127	28218.53384	34645.6324	37791.87745	66087.05284	31730.85344	44699.13363	76126.87844	63814.04575	31059.42641	55168.14853	14942.16243	32534.09789	40596.95792	47931.28844	67704.79198	79116.91211	42800.97475	47428.07927	22798.56728	18618.80849	27891.20061	71459.00058	66133.50688	89276.15935	65708.05198
lysoPE 17:1	 [M-H]-	1.59	lysoPE	17.28634859	29536.87211	33809.45985	20399.07282	9493.206219	10628.92093	21806.28803	52412.40129	16248.72867	29124.2634	30308.56112	24098.26689	14680.14351	3240.758396	26688.30554	20987.76976	20956.4263	27254.25898	23897.57113	32265.21008	23302.97202	10637.06757	23338.78756	5897.991456	8104.042216	23938.80048	17442.51962	14919.63158	11778.93564	16687.93375	22618.11621	17582.61438	10124.76966	18967.60963	2997.138501	19014.07025	18567.93712	11636.57908	20430.37789	15966.60402	13794.03636	17481.08194	21545.43442	19881.04733	12917.6693	19749.16486	14782.71028	18550.28664	18595.51126
lysoPE 18:0	 [M-H]-	2.48	lysoPE	7.386509411	7361765.048	5505016.899	6806521.905	2870133.377	6055999.89	5910373.979	11967777.26	4719807.207	5732868.694	7359272.874	6020625.339	4395271.705	1350585.176	6009969.484	6407968.151	6371407.71	6890896.06	4863587.602	4126447.697	4763772.972	6021445.477	5687320.556	2040790.139	4622646.909	3963049.965	3066502.252	8344238.591	4139080.59	4425518.509	7246949.975	6511133.963	3993072.573	5352988.516	962005.2281	4127877.954	4648223.932	6322453.415	6722557.11	6956799.856	5900234.579	5244895.196	4282780.887	2635708.133	3082002.955	7497214.43	5975768.308	8883064.776	6214891.802
lysoPE 18:1	 [M-H]-	1.83	lysoPE	4.823811018	3428649.14	2652442.068	2326303.672	1092098.314	904303.9354	2204118.863	5891370.899	1867808.232	2018544.301	2531778.721	2555833.329	1453470	300162.7009	2416571.679	2061706.005	1622192.97	3668823.136	3076318.389	3086756.108	2264147.656	1926662.099	2345973.642	256724.0758	1059863.787	2416213.882	1519183.042	2307242.433	1719524.771	1749304.495	2313433.089	1731836.659	984213.4154	1958287.53	133518.9891	1656004.147	1924682.759	1194626.687	1714640.567	1961516.001	2254340.755	1232544.957	1447032.322	1395014.966	1056891.809	2200632.879	1391271.501	2742521.87	2620390.955
lysoPE 18:2	 [M-H]-	1.32	lysoPE	6.783551977	509325.8034	453992.5266	563001.5674	157492.9973	248914.0544	722569.7506	1791469.352	334748.5808	315067.2925	558809.7135	544006.3377	309969.5498	84921.1032	585581.5224	538693.0575	323033.5048	430915.6393	385726.9113	388692.7062	377039.7063	228470.3009	348978.1242	22281.96504	165882.245	550249.8441	326935.1814	253277.976	221571.0112	508655.1169	500129.2028	559362.0713	177236.7471	191661.2773	10374.66399	217453.8813	169944.5314	172309.4292	256091.5612	335548.6399	284291.8899	169270.2171	161883.3075	164837.1001	118349.4323	359336.0544	280428.7547	812754.2761	420564.8972
lysoPE 18:3	 [M-H]-	1.17	lysoPE	10.62004223	23008.39674	24621.64732	22624.97045	7073.271806	5966.641474	14498.19481	90060.31853	13182.33444	14738.76971	33384.59099	25955.95839	15671.2717	3103.569047	15426.26933	17439.52532	7506.485195	29248.91209	19113.36099	16964.05532	27396.4879	6615.48053	9772.473811	1002.905172	4240.71151	34889.53044	12675.2084	7871.102095	12151.52912	17810.47445	17483.86562	16098.21624	4189.131781	7526.503488	508.7834845	7037.167697	6721.049184	3196.325213	7382.460853	9350.615278	7221.811635	4254.04066	6557.182803	7083.468888	8129.1019	3832.591925	6522.15124	27552.00223	15281.43867
lysoPE 19:0	 [M-H]-	2.94	lysoPE	15.85050934	29027.90828	28592.04696	37810.44219	5250.665755	16566.80465	16134.64592	92796.03107	16216.58419	49993.96677	67753.02137	46261.2628	31463.92874	7689.191328	44321.11222	30800.88195	33239.5368	26869.98735	23420.06395	17626.59293	25983.85016	24730.9138	24325.29593	11151.04301	19406.10728	17315.09697	25559.14112	26843.69279	19381.0408	26214.74122	40786.04927	37368.73057	14891.3648	29284.77625	12728.50426	22569.23658	26039.84802	32141.00736	44719.52071	29353.97854	32273.31453	29819.70109	27648.47281	19759.64589	9966.144787	26196.24669	30245.51642	63612.53707	26948.7163
lysoPE 20:0	 [M-H]-	3.45	lysoPE	17.16195146	32379.71331	41455.87752	35760.86681	8762.336875	15726.90025	21256.54081	162180.7945	23093.53003	36120.92733	101179.9679	71753.34581	42980.24378	5712.088625	45084.38746	20881.86398	27572.11202	71752.92577	49199.17893	29048.44862	26098.74982	28791.98595	28184.64368	6314.833897	16332.93064	44156.0335	49887.32538	13055.12381	21399.87212	106521.7456	129439.808	73886.1639	34448.7579	33638.61088	22867.83206	15741.57816	14993.89521	43283.4394	90944.84489	51386.1351	16727.08902	26911.12703	27355.93074	6130.313241	10563.54022	27104.919	50322.73181	141103.7118	31526.11933
lysoPE 20:1	 [M-H]-	2.66	lysoPE	12.88964834	67530.41493	59909.94713	57454.81948	28130.4873	18830.64314	36799.0806	103522.8539	18745.71184	54605.76343	73365.27336	92357.25458	37817.06216	7409.744621	47981.34216	41690.20479	21063.14831	119721.8427	80830.07878	101481.8121	55419.40461	55604.48045	45706.64622	11648.27536	32499.14946	75311.06202	63325.58779	34645.15464	54414.59975	74243.43685	76618.07559	49693.13148	24374.42258	56671.87533	4687.051112	59284.66631	66895.56969	28254.08774	46093.50578	48671.2241	83842.40035	27978.00353	59309.95723	41330.77883	35837.25936	37785.52328	33949.53356	60437.95835	57762.41929
lysoPE 20:2	 [M-H]-	2.04	lysoPE	20.21350887	39756.75102	29553.97847	18308.22049	15168.04034	10832.16815	25801.14506	89299.84925	16335.7327	12544.26148	9486.645204	33997.08977	7217.014348	3373.435993	17013.63624	17383.3766	15725.81356	34162.87465	17236.67173	21259.46212	18400.15797	21375.62022	24149.57372	4997.034229	8768.402406	17783.61217	16260.41858	13588.45416	10752.17186	25786.96354	31681.53086	28770.10082	6693.747798	12404.7035	2577.954924	20829.57076	19591.14009	10703.28217	25035.27539	19755.63897	12157.41687	11814.81644	14469.26223	13556.87265	6957.022054	27273.32028	21370.84794	47720.35994	41328.50551
lysoPE 20:3	 [M-H]-	1.62	lysoPE	8.221411475	160600.3072	259097.7128	79047.13369	57255.78515	25197.80806	134303.3855	514542.8421	49999.84641	105139.7971	142136.5046	150657.1558	67602.21995	14123.72412	183346.7866	96727.744	58215.39499	237099.6956	180036.0214	186200.6307	114422.2686	84601.66589	140123.9986	16261.52928	114049.888	198222.2748	116662.5783	142434.7144	132058.6965	99649.89477	112198.5655	101663.8918	49397.80493	97908.53082	3582.152249	102275.5207	81703.60873	53939.92509	84584.07286	131069.3756	137506.3267	43048.20802	84519.9203	94167.1976	43528.13032	105842.2262	85638.51301	206774.6589	123907.7797
lysoPE 20:4	 [M-H]-	1.34	lysoPE	6.20675242	4998645.419	4388380.42	3076391.229	1527211.013	1718492.014	3065559.76	9566968.514	2585341.176	3280670.095	5182775.128	4123626.519	3361203.253	462384.4405	3955937.813	3733900.531	1849871.662	8269841.077	5374151.211	5279144.442	5078777.334	3042704.441	3821995.324	316943.4791	2062858.516	6891752.333	2567014.875	1893249.324	3533130.913	3518358.217	3417801.08	3227182.563	1619994.958	2070334.223	119146.7996	2122230.304	2291013.268	1297835.703	1691879.231	2037551.954	3166883.638	1050120.752	1787336.282	2022359.204	1605524.239	2136544.922	1664888.41	4263906.653	2776011.49
lysoPE 20:5	 [M-H]-	1.07	lysoPE	20.43974807	41626.17563	24784.10509	20450.69413	7779.024889	7455.671343	11545.22038	81078.96078	11742.08277	23971.34491	46359.95638	44729.66254	11664.99633	5188.245765	12480.90606	14913.00944	6007.195502	60669.83847	39807.71518	37672.68997	31060.81702	13686.24497	12864.67331	2114.619398	9858.567502	49896.79626	29339.61165	14860.35312	15479.76218	12705.65558	15061.24614	12843.61715	6813.506586	8976.081266	1933.900188	21562.52615	15106.93248	3891.058082	8973.588745	9708.772612	34470.61805	3399.687687	14370.99602	18001.58051	12063.14484	9312.752726	6304.772759	19801.9384	16328.17425
lysoPE 22:4	 [M-H]-	1.84	lysoPE	15.19694332	71223.67554	65536.5672	42791.08118	13639.07754	24592.4674	62961.08831	147327.4666	42046.82267	46862.37836	56094.69048	63862.59383	23606.68465	8021.135925	56073.53376	44146.16528	29636.88625	81952.11794	47440.23849	41375.75187	58125.54849	35165.17914	56278.22266	3258.718114	15749.49964	69337.86752	41964.55791	45652.72892	28713.73919	46957.75615	33604.51736	36037.13027	19360.89878	26991.66394	2901.466226	21848.37801	29882.04922	14478.08577	27289.62926	48032.56603	52600.7805	16767.99247	19884.42289	25594.25874	10688.59955	34019.26723	37177.37073	71490.07735	56570.71115
lysoPE 22:5	 [M-H]-	1.62	lysoPE	9.82905903	211785.586	181772.4747	151870.8716	81508.06268	68884.09108	288247.294	300124.798	75642.02238	115373.2085	154081.7954	185602.6291	82305.16262	8683.827996	35570.69804	35089.54858	34806.52156	338167.2466	175955.6242	145017.798	148006.5404	73706.91711	127806.2551	27995.57086	44982.51294	292330.613	115337.5764	272604.346	169857.6638	51159.25686	55855.58389	50652.06423	18121.04674	137583.676	14566.7581	144096.7274	154430.6455	42013.95121	71746.83285	43432.65743	157072.7098	38169.97309	167256.2812	156985.6308	69312.56308	59232.10798	53583.92106	122877.6772	84555.25574
lysoPE 22:6	 [M-H]-	1.28	lysoPE	7.297996476	3445525.526	2640821.161	2243968.495	1110235.741	1389614.752	2615887.816	8909001.296	2403398.48	2091102.585	3310678.864	2635663.263	1452897.409	279956.6737	2891066.027	3213467.194	1527687.132	5592382.46	3505905.722	3301430.143	3485505.323	2078067.929	3426923.954	437473.1906	1610041.128	4033531.346	2098601.33	1683477.602	1698761.415	1811503.651	2000813.486	2234564.937	920935.7984	2069739.545	113053.9849	2006795.297	2064387.184	1243534.533	2053441.112	2209128.365	3173646.454	1175909.747	1826804.842	1724722.604	1201656.036	1913743.584	1577986.069	4338430.279	2606510.43
PA 20:0	 [M-H]-	2.38	PA	28.5690457	10836.41247	11116.82328	1876.513184	4382.808753	9669.466152	6486.091972	6858.306542	6179.007973	19678.73843	21359.84652	6689.95095	19627.95101	3225.119721	17919.69168	6442.269278	6275.230351	21963.21717	15960.93165	20871.65786	39731.00728	15561.17141	14005.9405	4565.516792	11655.46067	9151.409667	13486.16057	119587.4696	24569.09618	6273.92236	6752.7564	8824.633552	13025.758	12855.82312	2303.569853	17547.152	17951.58103	14970.11196	6354.788344	8017.502936	57310.8624	4373.160036	22125.85725	72634.43508	42430.03154	92840.93118	28293.72929	11004.90133	36419.27731
PA 28:4	 [M-H]-	1.83	PA	20.10734903	26608.83066	42662.77715	28494.3998	28607.60343	21151.10086	21396.12512	18021.0566	18928.79245	22996.00416	29640.8451	24774.96281	23536.73842	7536.373689	15190.50216	17229.58907	23997.51259	38358.92765	34436.91396	49955.86683	29854.53932	14923.62545	26873.41871	5850.543388	15571.43091	50810.6179	47441.87554	28382.10086	50766.89932	32521.13002	32803.88606	26910.30788	14089.94906	36771.60183	9472.204268	33476.70668	40472.57848	15352.65464	8748.324494	18719.24043	45641.01651	16782.02742	51411.85845	48028.74121	47817.41301	14642.66301	15441.12025	16123.05226	23154.92373
PA 30:1	 [M-H]-	5.00	PA	20.2441648	2834.815019	7919.711211	1701.116468	1602.063773	2029.069483	1462.039313	6303.058759	3333.577451	1170.218787	3820.22875	2427.799697	6123.218919	4719.500354	9037.581953	2132.138273	1178.222726	2924.670315	1758.61284	1307.018199	6496.638372	2732.25949	3852.35486	2373.470917	3996.114234	3740.549306	1350.428937	1961.388999	3269.781175	3714.685109	2621.021868	4385.671311	1855.114097	3635.662297	3129.668292	2963.1907	1270.614053	3282.044081	3292.397415	13868.44208	3123.945601	2169.788473	2013.136109	517.8344524	1287.336852	4071.620649	6851.617229	2069.93311	2358.67477
PA 33:0	 [M-H]-	6.59	PA	58.80453216	1259.814808	1729.769774	2374.10062	904.5968394	925.026787	5075.77134	531.5831168	1603.431105	3479.735884	1059.793352	2187.453823	2168.01253	492.3325371	903.1400582	3497.925849	1618.541937	1889.111531	2314.063939	3489.888301	158.3946184	779.4050154	1115.531619	11410.22536	13675.43968	2883.451605	1620.148595	1034.67259	443.6408545	1749.388667	2243.704666	2307.488624	1059.713513	1182.45122	1782.081686	2486.363064	2175.190992	116.2304008	1845.474549	1173.299435	84.38557339	1441.678158	1454.944646	1453.502423	285.8849574	1096.093028	659.5597742	2454.145771	1226.907236
PA 34:0	 [M-H]-	2.80	PA	37.82028	3410.795986	8299.192322	2427.980278	646.9356431	5596.633297	14063.71199	28671.85966	8497.87783	7319.755077	7926.236931	2093.561228	3692.384567	3729.21957	6506.992841	2433.64856	4565.103521	8174.000725	3311.406827	4264.053754	4332.823168	5810.402058	5603.85749	2919.584141	3084.461798	6984.119476	3458.474587	2065.506345	1083.404691	11358.82409	3126.836846	8534.118589	4259.785672	3488.813802	18070.04211	1632.478563	1962.440438	10344.4631	9005.145439	9913.682963	1792.173022	5845.005201	5213.59753	2735.021755	2032.726794	7277.442209	9219.320627	8946.373726	11058.65428
PA 34:1	 [M-H]-	5.80	PA	19.85747582	34977.34292	85865.93177	52531.96752	20354.37214	34334.24555	25600.02482	30654.30881	11734.71602	107723.1247	46549.00187	83431.24059	31083.40464	13977.96838	27787.99196	7521.084877	18739.51453	68813.87919	65168.90473	45066.94081	52305.01487	22458.25618	27070.13421	19838.08011	15664.92316	21358.46517	62582.63546	35681.24109	38551.55908	35347.04258	11495.55653	17515.74649	22728.51904	39570.99873	8268.008851	35283.6426	21336.58842	10776.60976	25706.27811	26188.37854	39625.67124	13922.02349	34525.12066	51100.07876	26124.18619	17281.33873	27494.51523	15141.43606	18357.53521
PA 34:1	 [M-H]-	6.68	PA	30.92487049	16218.27641	10287.87669	29424.42899	13682.90681	16093.07561	12377.61381	18678.88945	10392.8163	15507.93591	21185.59716	13797.50717	16193.813	13838.44138	32677.15454	20363.47429	14866.49278	10175.4901	9004.477045	15956.41846	16935.23483	9720.833611	33263.83759	40222.02162	25040.10023	15519.40446	9526.221606	25280.73602	14462.40725	11497.45602	12874.43906	16627.88127	23072.20967	12298.50533	18465.77501	12190.75255	8251.19729	8668.592513	8755.81279	10278.58795	10416.84409	8680.831362	11806.89001	10503.08302	11716.18945	10263.44957	13338.49595	12506.27224	10814.14196
PA 34:2	 [M-H]-	5.29	PA	17.3437427	12529.64715	44204.37555	18798.82206	6390.515321	12080.61248	9441.035135	31369.71536	3798.94356	47113.83598	18248.42002	41609.50863	7570.331059	5944.666831	20349.26125	4565.438366	5623.869275	26821.67477	31086.99226	30726.07653	27152.55892	12896.53261	11692.23322	2452.726678	4145.36972	8132.425322	30052.49254	7155.250729	12805.55718	12669.57082	5381.98198	13589.59158	8851.984901	13594.25036	1222.017065	12706.70209	9889.730942	3271.86635	8407.128363	6595.002049	7236.482754	6670.304333	12719.74218	15929.67948	6894.229317	9646.956313	8969.059441	4907.092089	7810.842855
PA 34:2	 [M-H]-	5.98	PA	26.50565731	11544.65705	7327.789665	16156.60435	8987.703988	13365.75066	12468.046	10526.1582	12058.31417	13303.63395	16341.826	7650.584816	12590.98893	15471.38114	15860.92431	12768.62736	17143.22494	14674.16036	8369.398779	7590.960581	6809.882065	6638.877177	11424.48087	132293.4094	86082.79769	11644.58941	12315.3066	26794.54712	16690.72938	13182.47468	14827.18045	12517.01187	15791.43549	10454.00556	11116.0655	12318.5931	22382.98203	14716.55578	12582.23137	30258.36283	7184.402808	62032.54998	16704.36796	13102.85034	14488.47501	8690.304087	12031.23944	8926.44023	8582.856712
PA 34:3	 [M-H]-	5.36	PA	61.80085836	1339.802319	3177.08241	10651.48155	893.2504139	673.2114384	2470.878443	4126.534241	4148.885619	1379.780129	9463.165947	10463.19605	9780.727017	5148.63998	4525.665124	4361.783519	5246.994609	226.6725878	6175.531939	2247.246154	11527.5302	3196.695001	9668.697967	25636.53787	35515.22354	12184.53954	10918.97307	5064.653596	7603.880547	10233.58504	6545.022174	2698.234404	10526.38475	16583.48856	5587.398746	5888.078064	10386.24531	3382.851927	8706.982314	12316.46652	4314.58348	30731.67417	7525.033328	7685.445955	4884.676489	2758.798007	7071.948975	2253.990023	3877.486027
PA 35:2	 [M-H]-	5.95	PA	11.94483706	32729.96765	34840.39796	48276.06094	20060.54049	31896.21275	35575.4082	56494.44535	28164.99323	32998.4308	20959.01032	31494.23199	33233.44069	9887.632928	41508.50374	18499.77041	20385.95648	19735.91421	5384.722305	20816.70071	27425.89548	25737.73919	24809.24814	5706.11598	11044.60964	11992.28978	16246.90774	6077.366762	16191.17641	21210.62155	14031.91228	28773.37712	16978.93379	21923.20899	4453.377193	7897.08605	10492.4151	11506.68928	13223.68642	16289.60321	4383.827323	21533.75594	12414.86126	8201.409795	5769.017419	9284.367482	6799.335129	29994.20112	15902.02785
PA 36:1	 [M-H]-	6.37	PA	10.65009742	66600.06043	170747.1521	99593.19493	43650.4126	129611.6554	81005.28597	77432.46031	27602.67262	231355.6643	81927.23684	153824.4639	62599.4226	44334.50706	96279.25112	37572.37561	38168.28999	151323.2667	148167.5315	136199.8128	78150.19727	107486.998	117769.8628	49476.61959	52322.65168	54602.03707	94233.23944	77294.69475	99421.76392	121104.9084	42266.99093	102948.7641	97849.73919	77590.17826	35601.45622	63974.75578	54624.93299	42269.82843	66597.36651	48269.30821	90415.41168	45744.82377	100168.8101	162739.1579	65675.6388	68958.25842	70686.86858	52028.6669	67818.78577
PA 36:2	 [M-H]-	5.89	PA	14.07049304	336283.1661	1004260.774	694392.7413	298561.3003	742623.3151	536022.5745	1346759.909	169032.5456	1139903.691	548281.6684	942980.0961	278595.6703	394758.1323	884660.4359	306679.4581	492007.0304	729798.0256	606225.6163	470458.5655	614143.0901	511415.743	600394.5621	197871.9235	357266.608	225780.5139	483141.0783	204907.9167	294553.6403	598141.6302	243126.2797	743481.1302	710612.597	392721.9431	100163.9689	352060.7359	150500.5814	227883.3192	365013.0586	358908.5883	409176.5083	369204.6272	319867.9861	455492.0709	274154.4092	684854.2283	973836.6873	406366.3753	453970.6738
PA 36:2	 [M-H]-	6.58	PA	26.5996659	14477.1063	27531.26117	45503.40797	19578.21094	21000.72728	32318.70796	19008.74764	11273.91534	23122.82519	27708.747	42611.09437	28812.65162	18329.6317	27356.13621	31345.56707	26069.32126	23671.06405	21595.0213	20380.55073	15768.64157	18633.15074	24546.84846	18466.11361	16359.36053	21103.40592	30928.51737	17211.90177	20589.08852	14973.80218	23038.8638	26321.92144	8799.777727	21934.33728	25529.27748	16420.75607	15862.30999	11665.64768	14789.11619	27566.59311	20152.64345	42573.15741	19474.88099	31069.97024	18678.42179	19333.72214	25109.76152	22542.47535	14183.77592
PA 36:3	 [M-H]-	5.46	PA	6.421944123	114393.1784	338288.9557	257834.2445	75657.3297	179435.3476	131455.5154	219550.1398	34633.3488	491646.2616	218761.8175	310867.8534	115762.4285	52857.62646	267084.2659	93777.04357	105072.0094	267495.8152	347594.9904	214093.9606	264740.6876	106643.8588	148414.0193	26907.95134	101376.4982	86549.56789	211456.5059	37740.9365	63699.26861	194683.7896	67778.52705	122143.9253	121878.1077	92924.70799	10027.18909	100416.6314	50284.36046	33486.29615	96075.60394	83292.32723	83133.05362	57862.0503	85408.99222	116955.9169	44751.17194	85255.93572	130732.6438	75712.67452	87573.90506
PA 36:3	 [M-H]-	6.23	PA	20.82518687	16554.684	15026.4975	26860.99146	14762.16623	17610.07664	15797.08647	16239.89897	12536.92367	16696.53982	18076.05963	13243.36137	22894.44189	10816.5222	22845.07335	21226.50792	22844.59166	9838.857112	7405.122155	12300.82166	9476.376614	17246.07509	33403.33266	102148.0591	60798.17412	13546.57822	9546.935207	8696.331187	20813.27791	21792.34606	21768.23313	30371.97226	30794.30711	19842.14796	18234.36049	15223.22529	19443.49468	13321.10439	24013.78865	38200.78623	13449.31638	60267.3985	10753.72622	8403.364434	39996.56917	13267.08596	31088.12403	14360.02478	9343.428805
PA 36:4	 [M-H]-	5.25	PA	23.17817551	9166.90281	43169.45218	14700.10091	12702.87356	13648.7307	17326.34148	13201.71122	2369.561786	53907.49464	19071.42871	33178.91054	9116.59857	2848.350416	11339.94371	2869.305837	9102.830334	34188.35147	26001.48128	9921.505118	22624.02431	12954.00071	5119.23414	2297.396647	7991.670464	6448.715741	26638.97493	2155.210213	7520.559494	21295.22441	6664.688702	11302.80058	15184.87274	15792.58277	3458.589021	10033.06362	7228.738737	12742.23393	7187.048502	1845.226914	13123.99567	2024.165845	10714.31124	8052.916882	7241.593537	3906.592607	7826.971816	2145.09617	2615.814825
PA 36:4	 [M-H]-	5.76	PA	23.88362641	6142.422635	8746.880725	10028.809	2683.689293	8487.160031	19534.42515	12130.24264	14150.81264	11551.33393	3366.666778	1582.46939	13135.89714	12007.4599	5256.351341	4097.674053	25888.26958	8402.524169	12071.38842	9296.578109	9044.287095	7207.511107	15910.02576	38590.37173	30817.6774	7862.295966	9286.711391	7902.427157	4653.047107	36818.44671	11408.66556	20336.90875	7610.829832	12165.60241	6795.704093	9470.668876	8692.505077	14359.61137	17957.9177	50488.76992	6875.786951	61908.27423	9610.843462	3262.539025	8657.411037	9080.777693	15558.80561	12815.71389	13708.97091
PA 36:4	 [M-H]-	6.21	PA	31.47643007	9770.636491	9858.368623	13749.74854	14162.92487	11149.41035	7713.681964	13388.51565	8682.97085	6038.209893	9537.224529	10428.28882	7830.630463	10258.4162	11250.05284	8762.951385	17089.95352	11282.821	12882.94052	8731.962375	12453.34466	16195.00272	14524.12564	47989.37031	7178.659333	11509.59349	6164.364154	14034.47893	24309.53057	6119.350079	23482.08228	10502.43178	16077.78478	14521.03744	19378.54876	17600.38325	7510.478275	17550.74014	9615.26138	16492.85573	14964.66008	13914.06451	14469.69531	15079.38823	17382.10553	16155.00336	11331.41186	8730.306365	10871.27224
PA 36:5	 [M-H]-	5.30	PA	63.51105882	6792.41016	10341.15038	1133.110551	4586.780224	6047.244742	981.2326275	1914.423109	1208.003966	2343.273273	3801.07008	2733.295639	9169.51597	5997.11087	5726.651526	6565.221362	2492.464463	505.9581001	12212.02947	984.009128	14707.13451	24564.64874	6995.823192	4645.235479	22036.05774	469.6536182	1905.550319	3541.934201	3384.535679	18050.95086	4055.239357	22425.05595	6119.813011	1309.687552	2550.721963	5481.749165	4271.708102	5666.836921	3402.556418	11727.13509	704.3655624	11245.76212	4548.60367	886.6759927	2853.91456	3688.340604	12591.03286	2607.462258	2905.982561
PA 37:2	 [M-H]-	6.89	PA	24.38112834	3123.071055	4711.203027	3792.262544	3582.336539	2278.427417	8164.552854	1394.912366	2750.081162	2288.794474	3612.156574	6239.595892	6453.203049	3192.713673	3185.758016	2646.768378	5336.551286	1766.63491	6237.680711	6554.327711	4279.373587	2517.984037	3643.213181	1355.207469	4737.494576	5883.879768	3738.355105	5103.569043	2526.480572	1586.643947	5569.650916	2662.443407	3007.699096	6339.287974	5106.199105	2058.526511	2110.208031	4397.489591	10256.35364	4563.216415	3683.994262	1467.199204	7491.1509	4977.31279	2789.942874	3414.288025	3112.109613	4383.206169	3450.725165
PA 37:4	 [M-H]-	6.09	PA	30.75968154	8635.555485	4878.899825	3998.117765	7365.323753	3826.933463	8090.560085	6869.955971	13047.74049	7700.467779	6924.885135	5060.868381	7207.442536	10820.47186	6480.305203	5191.540567	10182.92864	10252.97981	6325.715784	9023.586708	6277.26656	8943.734401	18546.22471	8611.69383	5309.026759	8724.671859	5051.665897	3171.916384	9730.348007	9415.394705	10042.4556	6399.913973	3983.468631	5944.82874	6286.262298	14422.72463	7482.088369	11785.05494	5479.627453	7550.262675	13574.20679	9544.504024	5214.435115	7755.099144	8619.61018	15323.7195	8494.822536	5425.099657	5798.6921
PA 38:1	 [M-H]-	6.95	PA	21.5851855	60738.72133	56351.20517	86446.29627	35277.0691	105121.2479	198639.8972	223437.8227	119793.2291	47122.67	52504.85628	69001.88242	80778.84732	57108.68918	107779.616	66354.99661	127265.927	31008.58023	55159.29204	45743.21487	48934.00199	63583.69986	45396.4246	24349.70829	36173.75284	44506.63102	63226.05134	43445.52781	26209.62012	123591.8178	94862.63065	125274.9679	48953.38538	47322.17177	49141.00228	41162.7623	42207.61298	101533.3819	112317.6496	80484.39213	17790.49048	67418.38116	25773.18847	24641.58525	15311.50456	61639.25054	177833.24	112939.436	67580.58686
PA 38:2	 [M-H]-	6.51	PA	18.29068638	97933.85167	163021.02	151533.106	58554.06184	296046.8869	279080.2136	336770.2895	49948.49158	325331.6817	169566.2019	255657.1656	80356.31276	174980.6545	256377.5615	83544.31586	91532.88046	181451.1465	164369.4185	190229.8837	148735.7009	165395.9857	202210.3061	73293.24536	163176.5681	85108.38679	132187.921	82310.36401	108882.567	328894.1501	154280.731	228041.7032	272479.5707	118537.006	42289.60126	106567.9039	82811.10824	96249.74596	183143.5676	162239.3485	145093.6813	107530.1084	161322.2425	238158.9813	94117.76644	279163.0787	321981.2011	132252.2974	208204.0082
PA 38:3	 [M-H]-	6.02	PA	19.98054212	235685.1564	665883.6436	402055.6358	351144.761	509680.634	349714.3923	304578.9359	132880.626	631376.9523	246216.1684	442725.9833	209165.0606	313935.366	299508.8177	147573.815	307223.918	848679.6018	525498.7004	440147.2981	510028.8794	504617.5438	411221.8317	376118.8851	382431.6472	208162.0246	510754.2072	259196.8369	473090.2339	380917.2988	161335.1938	261590.2113	625604.7694	404029.5738	187740.7512	398140.7004	205584.2928	155014.0466	220184.6713	123790.4316	744409.0465	202346.9821	487622.4268	796425.5929	520453.5414	569255.6146	384354.683	135399.3258	304667.7511
